Instance,Algorithm,Gene,Sign,BN_size,ControlSize,Partners,score
T-LGL,optbn[FP],FYN,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('NFKB',)",-0.01694915254237288
T-LGL,optbn[FP],NFKB,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('PDGF',)",-0.01694915254237288
T-LGL,optbn[FP],PDGF,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('PDGFR',)",-0.01694915254237288
T-LGL,optbn[FP],PDGFR,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('PI3K',)",-0.01694915254237288
T-LGL,optbn[FP],PI3K,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('PLCG1',)",-0.01694915254237288
T-LGL,optbn[FP],PLCG1,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('RANTES',)",-0.01694915254237288
T-LGL,optbn[FP],RANTES,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('RAS',)",-0.01694915254237288
T-LGL,optbn[FP],RAS,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('S1P',)",-0.01694915254237288
T-LGL,optbn[FP],S1P,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('SPHK1',)",-0.01694915254237288
T-LGL,optbn[FP],SPHK1,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('TAX',)",-0.01694915254237288
T-LGL,optbn[FP],TAX,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('TBET',)",-0.01694915254237288
T-LGL,optbn[FP],TBET,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('TCR',)",-0.01694915254237288
T-LGL,optbn[FP],TCR,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],FYN,0,60,2,"('TPL2',)",-0.01694915254237288
T-LGL,optbn[FP],TPL2,1,60,2,"('FYN',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('GZMB',)",0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('NFKB',)",0.01694915254237288
T-LGL,optbn[FP],NFKB,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('PDGF',)",0.01694915254237288
T-LGL,optbn[FP],PDGF,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('PDGFR',)",0.01694915254237288
T-LGL,optbn[FP],PDGFR,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('PI3K',)",0.01694915254237288
T-LGL,optbn[FP],PI3K,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('S1P',)",0.01694915254237288
T-LGL,optbn[FP],S1P,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('SPHK1',)",0.01694915254237288
T-LGL,optbn[FP],SPHK1,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('STAT3',)",0.01694915254237288
T-LGL,optbn[FP],STAT3,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('TAX',)",0.01694915254237288
T-LGL,optbn[FP],TAX,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('TBET',)",0.01694915254237288
T-LGL,optbn[FP],TBET,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GAP,1,60,2,"('TPL2',)",0.01694915254237288
T-LGL,optbn[FP],TPL2,1,60,2,"('GAP',)",0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('GRB2',)",0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('MCL1',)",0.01694915254237288
T-LGL,optbn[FP],MCL1,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('MEK',)",0.01694915254237288
T-LGL,optbn[FP],MEK,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('PDGFR',)",0.01694915254237288
T-LGL,optbn[FP],PDGFR,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('S1P',)",0.01694915254237288
T-LGL,optbn[FP],S1P,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('SOCS',)",0.01694915254237288
T-LGL,optbn[FP],SOCS,1,60,2,"('GRB2',)",0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('SPHK1',)",0.01694915254237288
T-LGL,optbn[FP],SPHK1,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('STAT3',)",0.01694915254237288
T-LGL,optbn[FP],STAT3,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GRB2,1,60,2,"('TBET',)",0.01694915254237288
T-LGL,optbn[FP],TBET,0,60,2,"('GRB2',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('GZMB',)",0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('MCL1',)",0.01694915254237288
T-LGL,optbn[FP],MCL1,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('MEK',)",0.01694915254237288
T-LGL,optbn[FP],MEK,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('NFKB',)",0.01694915254237288
T-LGL,optbn[FP],NFKB,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('PDGFR',)",0.01694915254237288
T-LGL,optbn[FP],PDGFR,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('PI3K',)",0.01694915254237288
T-LGL,optbn[FP],PI3K,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('RAS',)",0.01694915254237288
T-LGL,optbn[FP],RAS,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('S1P',)",0.01694915254237288
T-LGL,optbn[FP],S1P,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('SOCS',)",0.01694915254237288
T-LGL,optbn[FP],SOCS,1,60,2,"('GZMB',)",0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('SPHK1',)",0.01694915254237288
T-LGL,optbn[FP],SPHK1,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('STAT3',)",0.01694915254237288
T-LGL,optbn[FP],STAT3,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],GZMB,1,60,2,"('TBET',)",0.01694915254237288
T-LGL,optbn[FP],TBET,0,60,2,"('GZMB',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('IFNG',)",0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('MCL1',)",0.01694915254237288
T-LGL,optbn[FP],MCL1,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('MEK',)",0.01694915254237288
T-LGL,optbn[FP],MEK,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('NFKB',)",0.01694915254237288
T-LGL,optbn[FP],NFKB,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('PDGFR',)",0.01694915254237288
T-LGL,optbn[FP],PDGFR,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('S1P',)",0.01694915254237288
T-LGL,optbn[FP],S1P,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('SPHK1',)",0.01694915254237288
T-LGL,optbn[FP],SPHK1,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('STAT3',)",0.01694915254237288
T-LGL,optbn[FP],STAT3,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IFNG,1,60,2,"('TBET',)",0.01694915254237288
T-LGL,optbn[FP],TBET,0,60,2,"('IFNG',)",-0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('LCK',)",-0.01694915254237288
T-LGL,optbn[FP],LCK,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('NFKB',)",-0.01694915254237288
T-LGL,optbn[FP],NFKB,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('PDGF',)",-0.01694915254237288
T-LGL,optbn[FP],PDGF,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('PDGFR',)",-0.01694915254237288
T-LGL,optbn[FP],PDGFR,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('PI3K',)",-0.01694915254237288
T-LGL,optbn[FP],PI3K,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('PLCG1',)",-0.01694915254237288
T-LGL,optbn[FP],PLCG1,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('RANTES',)",-0.01694915254237288
T-LGL,optbn[FP],RANTES,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('RAS',)",-0.01694915254237288
T-LGL,optbn[FP],RAS,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('S1P',)",-0.01694915254237288
T-LGL,optbn[FP],S1P,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('SPHK1',)",-0.01694915254237288
T-LGL,optbn[FP],SPHK1,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('STAT3',)",-0.01694915254237288
T-LGL,optbn[FP],STAT3,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('TAX',)",-0.01694915254237288
T-LGL,optbn[FP],TAX,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('TBET',)",-0.01694915254237288
T-LGL,optbn[FP],TBET,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('TPL2',)",-0.01694915254237288
T-LGL,optbn[FP],TPL2,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL15,0,60,2,"('ZAP70',)",-0.01694915254237288
T-LGL,optbn[FP],ZAP70,1,60,2,"('IL15',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('IL2RAT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RAT,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('LCK',)",0.01694915254237288
T-LGL,optbn[FP],LCK,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('NFKB',)",0.01694915254237288
T-LGL,optbn[FP],NFKB,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('PDGF',)",0.01694915254237288
T-LGL,optbn[FP],PDGF,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('PDGFR',)",0.01694915254237288
T-LGL,optbn[FP],PDGFR,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('PI3K',)",0.01694915254237288
T-LGL,optbn[FP],PI3K,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('PLCG1',)",0.01694915254237288
T-LGL,optbn[FP],PLCG1,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('RANTES',)",0.01694915254237288
T-LGL,optbn[FP],RANTES,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('RAS',)",0.01694915254237288
T-LGL,optbn[FP],RAS,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('S1P',)",0.01694915254237288
T-LGL,optbn[FP],S1P,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('SPHK1',)",0.01694915254237288
T-LGL,optbn[FP],SPHK1,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('STAT3',)",0.01694915254237288
T-LGL,optbn[FP],STAT3,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('TAX',)",0.01694915254237288
T-LGL,optbn[FP],TAX,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('TBET',)",0.01694915254237288
T-LGL,optbn[FP],TBET,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('TPL2',)",0.01694915254237288
T-LGL,optbn[FP],TPL2,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2,1,60,2,"('ZAP70',)",0.01694915254237288
T-LGL,optbn[FP],ZAP70,1,60,2,"('IL2',)",0.01694915254237288
T-LGL,optbn[FP],IL2RA,1,60,2,"('PDGFR',)",0.01694915254237288
T-LGL,optbn[FP],PDGFR,0,60,2,"('IL2RA',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RA,1,60,2,"('S1P',)",0.01694915254237288
T-LGL,optbn[FP],S1P,0,60,2,"('IL2RA',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RA,1,60,2,"('SPHK1',)",0.01694915254237288
T-LGL,optbn[FP],SPHK1,0,60,2,"('IL2RA',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('LCK',)",-0.01694915254237288
T-LGL,optbn[FP],LCK,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('NFKB',)",-0.01694915254237288
T-LGL,optbn[FP],NFKB,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('PDGF',)",-0.01694915254237288
T-LGL,optbn[FP],PDGF,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('PDGFR',)",-0.01694915254237288
T-LGL,optbn[FP],PDGFR,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('PI3K',)",-0.01694915254237288
T-LGL,optbn[FP],PI3K,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('PLCG1',)",-0.01694915254237288
T-LGL,optbn[FP],PLCG1,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('RANTES',)",-0.01694915254237288
T-LGL,optbn[FP],RANTES,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('RAS',)",-0.01694915254237288
T-LGL,optbn[FP],RAS,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('S1P',)",-0.01694915254237288
T-LGL,optbn[FP],S1P,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('SPHK1',)",-0.01694915254237288
T-LGL,optbn[FP],SPHK1,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('STAT3',)",-0.01694915254237288
T-LGL,optbn[FP],STAT3,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('TAX',)",-0.01694915254237288
T-LGL,optbn[FP],TAX,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('TBET',)",-0.01694915254237288
T-LGL,optbn[FP],TBET,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('TPL2',)",-0.01694915254237288
T-LGL,optbn[FP],TPL2,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,0,60,2,"('ZAP70',)",-0.01694915254237288
T-LGL,optbn[FP],ZAP70,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('MCL1',)",0.01694915254237288
T-LGL,optbn[FP],MCL1,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('PDGFR',)",0.01694915254237288
T-LGL,optbn[FP],PDGFR,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('S1P',)",0.01694915254237288
T-LGL,optbn[FP],S1P,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('SOCS',)",0.01694915254237288
T-LGL,optbn[FP],SOCS,1,60,2,"('IL2RB',)",0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('SPHK1',)",0.01694915254237288
T-LGL,optbn[FP],SPHK1,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('STAT3',)",0.01694915254237288
T-LGL,optbn[FP],STAT3,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RB,1,60,2,"('TBET',)",0.01694915254237288
T-LGL,optbn[FP],TBET,0,60,2,"('IL2RB',)",-0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('LCK',)",-0.01694915254237288
T-LGL,optbn[FP],LCK,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('NFKB',)",-0.01694915254237288
T-LGL,optbn[FP],NFKB,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('PDGF',)",-0.01694915254237288
T-LGL,optbn[FP],PDGF,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('PDGFR',)",-0.01694915254237288
T-LGL,optbn[FP],PDGFR,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('PI3K',)",-0.01694915254237288
T-LGL,optbn[FP],PI3K,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('PLCG1',)",-0.01694915254237288
T-LGL,optbn[FP],PLCG1,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('RANTES',)",-0.01694915254237288
T-LGL,optbn[FP],RANTES,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('RAS',)",-0.01694915254237288
T-LGL,optbn[FP],RAS,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('S1P',)",-0.01694915254237288
T-LGL,optbn[FP],S1P,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('SPHK1',)",-0.01694915254237288
T-LGL,optbn[FP],SPHK1,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('STAT3',)",-0.01694915254237288
T-LGL,optbn[FP],STAT3,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('TAX',)",-0.01694915254237288
T-LGL,optbn[FP],TAX,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('TBET',)",-0.01694915254237288
T-LGL,optbn[FP],TBET,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('TPL2',)",-0.01694915254237288
T-LGL,optbn[FP],TPL2,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],IL2RBT,0,60,2,"('ZAP70',)",-0.01694915254237288
T-LGL,optbn[FP],ZAP70,1,60,2,"('IL2RBT',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('LCK',)",-0.01694915254237288
T-LGL,optbn[FP],LCK,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('NFKB',)",-0.01694915254237288
T-LGL,optbn[FP],NFKB,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('PDGF',)",-0.01694915254237288
T-LGL,optbn[FP],PDGF,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('PDGFR',)",-0.01694915254237288
T-LGL,optbn[FP],PDGFR,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('PI3K',)",-0.01694915254237288
T-LGL,optbn[FP],PI3K,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('PLCG1',)",-0.01694915254237288
T-LGL,optbn[FP],PLCG1,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('RAS',)",-0.01694915254237288
T-LGL,optbn[FP],RAS,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('S1P',)",-0.01694915254237288
T-LGL,optbn[FP],S1P,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('SPHK1',)",-0.01694915254237288
T-LGL,optbn[FP],SPHK1,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('TAX',)",-0.01694915254237288
T-LGL,optbn[FP],TAX,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('TBET',)",-0.01694915254237288
T-LGL,optbn[FP],TBET,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('TPL2',)",-0.01694915254237288
T-LGL,optbn[FP],TPL2,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,0,60,2,"('ZAP70',)",-0.01694915254237288
T-LGL,optbn[FP],ZAP70,1,60,2,"('JAK',)",0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('MCL1',)",0.01694915254237288
T-LGL,optbn[FP],MCL1,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('MEK',)",0.01694915254237288
T-LGL,optbn[FP],MEK,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('NFKB',)",0.01694915254237288
T-LGL,optbn[FP],NFKB,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('PDGFR',)",0.01694915254237288
T-LGL,optbn[FP],PDGFR,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('PI3K',)",0.01694915254237288
T-LGL,optbn[FP],PI3K,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('RAS',)",0.01694915254237288
T-LGL,optbn[FP],RAS,0,60,2,"('JAK',)",-0.01694915254237288
T-LGL,optbn[FP],JAK,1,60,2,"('S1P',)",0.01694915254237288
