Instance,Algorithm,Gene,Sign,BN_size,ControlSize,Partners,score
Bladder,ActoNet,FGFR3,0,35,1,(),-1.0
Bladder,ActoNet,RAS,0,35,1,(),-1.0
Bladder,ActoNet,SPRY,0,35,1,(),-1.0
Bladder,ActoNet,ATM_b1,1,35,2,"('RB1',)",0.029411764705882353
Bladder,ActoNet,RB1,1,35,2,"('ATM_b1',)",0.029411764705882353
Bladder,ActoNet,ATM_b1,1,35,2,"('p16INK4a',)",0.029411764705882353
Bladder,ActoNet,p16INK4a,0,35,2,"('ATM_b1',)",-0.029411764705882353
Bladder,ActoNet,Apoptosis_b1,1,35,2,"('RB1',)",0.029411764705882353
Bladder,ActoNet,RB1,1,35,2,"('Apoptosis_b1',)",0.029411764705882353
Bladder,ActoNet,DNAdamage,1,35,2,"('RB1',)",0.029411764705882353
Bladder,ActoNet,RB1,1,35,2,"('DNAdamage',)",0.029411764705882353
Bladder,ActoNet,DNAdamage,1,35,2,"('p16INK4a',)",0.029411764705882353
Bladder,ActoNet,p16INK4a,0,35,2,"('DNAdamage',)",-0.029411764705882353
Bladder,ActoNet,RB1,1,35,2,"('TP53',)",0.029411764705882353
Bladder,ActoNet,TP53,1,35,2,"('RB1',)",0.029411764705882353
Bladder,ActoNet,AKT,0,35,-1,(),0.0
Bladder,ActoNet,AKT,1,35,-1,(),0.0
Bladder,ActoNet,ATM_b1,0,35,-1,(),0.0
Bladder,ActoNet,ATM_b2,0,35,-1,(),0.0
Bladder,ActoNet,ATM_b2,1,35,-1,(),0.0
Bladder,ActoNet,Apoptosis_b1,0,35,-1,(),0.0
Bladder,ActoNet,Apoptosis_b2,0,35,-1,(),0.0
Bladder,ActoNet,Apoptosis_b2,1,35,-1,(),0.0
Bladder,ActoNet,CDC25A,0,35,-1,(),0.0
Bladder,ActoNet,CDC25A,1,35,-1,(),0.0
Bladder,ActoNet,CHEK1_2_b1,0,35,-1,(),0.0
Bladder,ActoNet,CHEK1_2_b1,1,35,-1,(),0.0
Bladder,ActoNet,CHEK1_2_b2,0,35,-1,(),0.0
Bladder,ActoNet,CHEK1_2_b2,1,35,-1,(),0.0
Bladder,ActoNet,CyclinA,0,35,-1,(),0.0
Bladder,ActoNet,CyclinA,1,35,-1,(),0.0
Bladder,ActoNet,CyclinD1,0,35,-1,(),0.0
Bladder,ActoNet,CyclinD1,1,35,-1,(),0.0
Bladder,ActoNet,CyclinE1,0,35,-1,(),0.0
Bladder,ActoNet,CyclinE1,1,35,-1,(),0.0
Bladder,ActoNet,DNAdamage,0,35,-1,(),0.0
Bladder,ActoNet,E2F1_b1,0,35,-1,(),0.0
Bladder,ActoNet,E2F1_b1,1,35,-1,(),0.0
Bladder,ActoNet,E2F1_b2,0,35,-1,(),0.0
Bladder,ActoNet,E2F1_b2,1,35,-1,(),0.0
Bladder,ActoNet,E2F3_b1,0,35,-1,(),0.0
Bladder,ActoNet,E2F3_b1,1,35,-1,(),0.0
Bladder,ActoNet,E2F3_b2,0,35,-1,(),0.0
Bladder,ActoNet,E2F3_b2,1,35,-1,(),0.0
Bladder,ActoNet,EGFR,0,35,-1,(),0.0
Bladder,ActoNet,EGFR,1,35,-1,(),0.0
Bladder,ActoNet,EGFR_stimulus,0,35,-1,(),0.0
Bladder,ActoNet,EGFR_stimulus,1,35,-1,(),0.0
Bladder,ActoNet,FGFR3,1,35,-1,(),0.0
Bladder,ActoNet,FGFR3_stimulus,0,35,-1,(),0.0
Bladder,ActoNet,FGFR3_stimulus,1,35,-1,(),0.0
Bladder,ActoNet,GRB2,0,35,-1,(),0.0
Bladder,ActoNet,GRB2,1,35,-1,(),0.0
Bladder,ActoNet,GrowthInhibitors,0,35,-1,(),0.0
Bladder,ActoNet,GrowthInhibitors,1,35,-1,(),0.0
Bladder,ActoNet,Growth_Arrest,0,35,-1,(),0.0
Bladder,ActoNet,Growth_Arrest,1,35,-1,(),0.0
Bladder,ActoNet,MDM2,0,35,-1,(),0.0
Bladder,ActoNet,MDM2,1,35,-1,(),0.0
Bladder,ActoNet,PI3K,0,35,-1,(),0.0
Bladder,ActoNet,PI3K,1,35,-1,(),0.0
Bladder,ActoNet,PTEN,0,35,-1,(),0.0
Bladder,ActoNet,PTEN,1,35,-1,(),0.0
Bladder,ActoNet,Proliferation,0,35,-1,(),0.0
Bladder,ActoNet,Proliferation,1,35,-1,(),0.0
Bladder,ActoNet,RAS,1,35,-1,(),0.0
Bladder,ActoNet,RB1,0,35,-1,(),0.0
Bladder,ActoNet,RBL2,0,35,-1,(),0.0
Bladder,ActoNet,RBL2,1,35,-1,(),0.0
Bladder,ActoNet,SPRY,1,35,-1,(),0.0
Bladder,ActoNet,TP53,0,35,-1,(),0.0
Bladder,ActoNet,p14ARF,0,35,-1,(),0.0
Bladder,ActoNet,p14ARF,1,35,-1,(),0.0
Bladder,ActoNet,p16INK4a,1,35,-1,(),0.0
Bladder,ActoNet,p21CIP,0,35,-1,(),0.0
Bladder,ActoNet,p21CIP,1,35,-1,(),0.0
Bladder,BoNesis[FP],FGFR3,0,35,1,(),-1.0
Bladder,BoNesis[FP],RAS,0,35,1,(),-1.0
Bladder,BoNesis[FP],SPRY,0,35,1,(),-1.0
Bladder,BoNesis[FP],ATM_b1,1,35,2,"('RB1',)",0.029411764705882353
Bladder,BoNesis[FP],RB1,1,35,2,"('ATM_b1',)",0.029411764705882353
Bladder,BoNesis[FP],ATM_b1,1,35,2,"('p16INK4a',)",0.029411764705882353
Bladder,BoNesis[FP],p16INK4a,0,35,2,"('ATM_b1',)",-0.029411764705882353
Bladder,BoNesis[FP],Apoptosis_b1,1,35,2,"('RB1',)",0.029411764705882353
Bladder,BoNesis[FP],RB1,1,35,2,"('Apoptosis_b1',)",0.029411764705882353
Bladder,BoNesis[FP],DNAdamage,1,35,2,"('RB1',)",0.029411764705882353
Bladder,BoNesis[FP],RB1,1,35,2,"('DNAdamage',)",0.029411764705882353
Bladder,BoNesis[FP],DNAdamage,1,35,2,"('p16INK4a',)",0.029411764705882353
Bladder,BoNesis[FP],p16INK4a,0,35,2,"('DNAdamage',)",-0.029411764705882353
Bladder,BoNesis[FP],RB1,1,35,2,"('TP53',)",0.029411764705882353
Bladder,BoNesis[FP],TP53,1,35,2,"('RB1',)",0.029411764705882353
Bladder,BoNesis[FP],AKT,0,35,-1,(),0.0
Bladder,BoNesis[FP],AKT,1,35,-1,(),0.0
Bladder,BoNesis[FP],ATM_b1,0,35,-1,(),0.0
Bladder,BoNesis[FP],ATM_b2,0,35,-1,(),0.0
Bladder,BoNesis[FP],ATM_b2,1,35,-1,(),0.0
Bladder,BoNesis[FP],Apoptosis_b1,0,35,-1,(),0.0
Bladder,BoNesis[FP],Apoptosis_b2,0,35,-1,(),0.0
Bladder,BoNesis[FP],Apoptosis_b2,1,35,-1,(),0.0
Bladder,BoNesis[FP],CDC25A,0,35,-1,(),0.0
Bladder,BoNesis[FP],CDC25A,1,35,-1,(),0.0
Bladder,BoNesis[FP],CHEK1_2_b1,0,35,-1,(),0.0
Bladder,BoNesis[FP],CHEK1_2_b1,1,35,-1,(),0.0
Bladder,BoNesis[FP],CHEK1_2_b2,0,35,-1,(),0.0
Bladder,BoNesis[FP],CHEK1_2_b2,1,35,-1,(),0.0
Bladder,BoNesis[FP],CyclinA,0,35,-1,(),0.0
Bladder,BoNesis[FP],CyclinA,1,35,-1,(),0.0
Bladder,BoNesis[FP],CyclinD1,0,35,-1,(),0.0
Bladder,BoNesis[FP],CyclinD1,1,35,-1,(),0.0
Bladder,BoNesis[FP],CyclinE1,0,35,-1,(),0.0
Bladder,BoNesis[FP],CyclinE1,1,35,-1,(),0.0
Bladder,BoNesis[FP],DNAdamage,0,35,-1,(),0.0
Bladder,BoNesis[FP],E2F1_b1,0,35,-1,(),0.0
Bladder,BoNesis[FP],E2F1_b1,1,35,-1,(),0.0
Bladder,BoNesis[FP],E2F1_b2,0,35,-1,(),0.0
Bladder,BoNesis[FP],E2F1_b2,1,35,-1,(),0.0
Bladder,BoNesis[FP],E2F3_b1,0,35,-1,(),0.0
Bladder,BoNesis[FP],E2F3_b1,1,35,-1,(),0.0
Bladder,BoNesis[FP],E2F3_b2,0,35,-1,(),0.0
Bladder,BoNesis[FP],E2F3_b2,1,35,-1,(),0.0
Bladder,BoNesis[FP],EGFR,0,35,-1,(),0.0
Bladder,BoNesis[FP],EGFR,1,35,-1,(),0.0
Bladder,BoNesis[FP],EGFR_stimulus,0,35,-1,(),0.0
Bladder,BoNesis[FP],EGFR_stimulus,1,35,-1,(),0.0
Bladder,BoNesis[FP],FGFR3,1,35,-1,(),0.0
Bladder,BoNesis[FP],FGFR3_stimulus,0,35,-1,(),0.0
Bladder,BoNesis[FP],FGFR3_stimulus,1,35,-1,(),0.0
Bladder,BoNesis[FP],GRB2,0,35,-1,(),0.0
Bladder,BoNesis[FP],GRB2,1,35,-1,(),0.0
Bladder,BoNesis[FP],GrowthInhibitors,0,35,-1,(),0.0
Bladder,BoNesis[FP],GrowthInhibitors,1,35,-1,(),0.0
Bladder,BoNesis[FP],Growth_Arrest,0,35,-1,(),0.0
Bladder,BoNesis[FP],Growth_Arrest,1,35,-1,(),0.0
Bladder,BoNesis[FP],MDM2,0,35,-1,(),0.0
Bladder,BoNesis[FP],MDM2,1,35,-1,(),0.0
Bladder,BoNesis[FP],PI3K,0,35,-1,(),0.0
Bladder,BoNesis[FP],PI3K,1,35,-1,(),0.0
Bladder,BoNesis[FP],PTEN,0,35,-1,(),0.0
Bladder,BoNesis[FP],PTEN,1,35,-1,(),0.0
Bladder,BoNesis[FP],Proliferation,0,35,-1,(),0.0
Bladder,BoNesis[FP],Proliferation,1,35,-1,(),0.0
Bladder,BoNesis[FP],RAS,1,35,-1,(),0.0
Bladder,BoNesis[FP],RB1,0,35,-1,(),0.0
Bladder,BoNesis[FP],RBL2,0,35,-1,(),0.0
Bladder,BoNesis[FP],RBL2,1,35,-1,(),0.0
Bladder,BoNesis[FP],SPRY,1,35,-1,(),0.0
Bladder,BoNesis[FP],TP53,0,35,-1,(),0.0
Bladder,BoNesis[FP],p14ARF,0,35,-1,(),0.0
Bladder,BoNesis[FP],p14ARF,1,35,-1,(),0.0
Bladder,BoNesis[FP],p16INK4a,1,35,-1,(),0.0
Bladder,BoNesis[FP],p21CIP,0,35,-1,(),0.0
Bladder,BoNesis[FP],p21CIP,1,35,-1,(),0.0
Bladder,BoNesis[MTS],ATM_b1,1,35,2,"('RB1',)",0.029411764705882353
Bladder,BoNesis[MTS],RB1,1,35,2,"('ATM_b1',)",0.029411764705882353
Bladder,BoNesis[MTS],ATM_b1,1,35,2,"('p16INK4a',)",0.029411764705882353
Bladder,BoNesis[MTS],p16INK4a,0,35,2,"('ATM_b1',)",-0.029411764705882353
Bladder,BoNesis[MTS],Apoptosis_b1,1,35,2,"('RB1',)",0.029411764705882353
Bladder,BoNesis[MTS],RB1,1,35,2,"('Apoptosis_b1',)",0.029411764705882353
Bladder,BoNesis[MTS],DNAdamage,1,35,2,"('RB1',)",0.029411764705882353
Bladder,BoNesis[MTS],RB1,1,35,2,"('DNAdamage',)",0.029411764705882353
Bladder,BoNesis[MTS],DNAdamage,1,35,2,"('p16INK4a',)",0.029411764705882353
Bladder,BoNesis[MTS],p16INK4a,0,35,2,"('DNAdamage',)",-0.029411764705882353
Bladder,BoNesis[MTS],RB1,1,35,2,"('TP53',)",0.029411764705882353
Bladder,BoNesis[MTS],TP53,1,35,2,"('RB1',)",0.029411764705882353
Bladder,BoNesis[MTS],AKT,0,35,-1,(),0.0
Bladder,BoNesis[MTS],AKT,1,35,-1,(),0.0
Bladder,BoNesis[MTS],ATM_b1,0,35,-1,(),0.0
Bladder,BoNesis[MTS],ATM_b2,0,35,-1,(),0.0
Bladder,BoNesis[MTS],ATM_b2,1,35,-1,(),0.0
Bladder,BoNesis[MTS],Apoptosis_b1,0,35,-1,(),0.0
Bladder,BoNesis[MTS],Apoptosis_b2,0,35,-1,(),0.0
Bladder,BoNesis[MTS],Apoptosis_b2,1,35,-1,(),0.0
Bladder,BoNesis[MTS],CDC25A,0,35,-1,(),0.0
Bladder,BoNesis[MTS],CDC25A,1,35,-1,(),0.0
Bladder,BoNesis[MTS],CHEK1_2_b1,0,35,-1,(),0.0
Bladder,BoNesis[MTS],CHEK1_2_b1,1,35,-1,(),0.0
Bladder,BoNesis[MTS],CHEK1_2_b2,0,35,-1,(),0.0
Bladder,BoNesis[MTS],CHEK1_2_b2,1,35,-1,(),0.0
Bladder,BoNesis[MTS],CyclinA,0,35,-1,(),0.0
Bladder,BoNesis[MTS],CyclinA,1,35,-1,(),0.0
Bladder,BoNesis[MTS],CyclinD1,0,35,-1,(),0.0
Bladder,BoNesis[MTS],CyclinD1,1,35,-1,(),0.0
Bladder,BoNesis[MTS],CyclinE1,0,35,-1,(),0.0
Bladder,BoNesis[MTS],CyclinE1,1,35,-1,(),0.0
Bladder,BoNesis[MTS],DNAdamage,0,35,-1,(),0.0
Bladder,BoNesis[MTS],E2F1_b1,0,35,-1,(),0.0
Bladder,BoNesis[MTS],E2F1_b1,1,35,-1,(),0.0
Bladder,BoNesis[MTS],E2F1_b2,0,35,-1,(),0.0
Bladder,BoNesis[MTS],E2F1_b2,1,35,-1,(),0.0
Bladder,BoNesis[MTS],E2F3_b1,0,35,-1,(),0.0
Bladder,BoNesis[MTS],E2F3_b1,1,35,-1,(),0.0
Bladder,BoNesis[MTS],E2F3_b2,0,35,-1,(),0.0
Bladder,BoNesis[MTS],E2F3_b2,1,35,-1,(),0.0
Bladder,BoNesis[MTS],EGFR,0,35,-1,(),0.0
Bladder,BoNesis[MTS],EGFR,1,35,-1,(),0.0
Bladder,BoNesis[MTS],EGFR_stimulus,0,35,-1,(),0.0
Bladder,BoNesis[MTS],EGFR_stimulus,1,35,-1,(),0.0
Bladder,BoNesis[MTS],FGFR3,0,35,-1,(),0.0
Bladder,BoNesis[MTS],FGFR3,1,35,-1,(),0.0
Bladder,BoNesis[MTS],FGFR3_stimulus,0,35,-1,(),0.0
Bladder,BoNesis[MTS],FGFR3_stimulus,1,35,-1,(),0.0
Bladder,BoNesis[MTS],GRB2,0,35,-1,(),0.0
Bladder,BoNesis[MTS],GRB2,1,35,-1,(),0.0
Bladder,BoNesis[MTS],GrowthInhibitors,0,35,-1,(),0.0
Bladder,BoNesis[MTS],GrowthInhibitors,1,35,-1,(),0.0
Bladder,BoNesis[MTS],Growth_Arrest,0,35,-1,(),0.0
Bladder,BoNesis[MTS],Growth_Arrest,1,35,-1,(),0.0
Bladder,BoNesis[MTS],MDM2,0,35,-1,(),0.0
Bladder,BoNesis[MTS],MDM2,1,35,-1,(),0.0
Bladder,BoNesis[MTS],PI3K,0,35,-1,(),0.0
Bladder,BoNesis[MTS],PI3K,1,35,-1,(),0.0
Bladder,BoNesis[MTS],PTEN,0,35,-1,(),0.0
Bladder,BoNesis[MTS],PTEN,1,35,-1,(),0.0
Bladder,BoNesis[MTS],Proliferation,0,35,-1,(),0.0
Bladder,BoNesis[MTS],Proliferation,1,35,-1,(),0.0
Bladder,BoNesis[MTS],RAS,0,35,-1,(),0.0
Bladder,BoNesis[MTS],RAS,1,35,-1,(),0.0
Bladder,BoNesis[MTS],RB1,0,35,-1,(),0.0
Bladder,BoNesis[MTS],RBL2,0,35,-1,(),0.0
Bladder,BoNesis[MTS],RBL2,1,35,-1,(),0.0
Bladder,BoNesis[MTS],SPRY,0,35,-1,(),0.0
Bladder,BoNesis[MTS],SPRY,1,35,-1,(),0.0
Bladder,BoNesis[MTS],TP53,0,35,-1,(),0.0
Bladder,BoNesis[MTS],p14ARF,0,35,-1,(),0.0
Bladder,BoNesis[MTS],p14ARF,1,35,-1,(),0.0
Bladder,BoNesis[MTS],p16INK4a,1,35,-1,(),0.0
Bladder,BoNesis[MTS],p21CIP,0,35,-1,(),0.0
Bladder,BoNesis[MTS],p21CIP,1,35,-1,(),0.0
Bladder,CABEAN[ITC],AKT,0,35,-1,(),0.0
Bladder,CABEAN[ITC],AKT,1,35,-1,(),0.0
Bladder,CABEAN[ITC],ATM_b1,0,35,-1,(),0.0
Bladder,CABEAN[ITC],ATM_b1,1,35,-1,(),0.0
Bladder,CABEAN[ITC],ATM_b2,0,35,-1,(),0.0
Bladder,CABEAN[ITC],ATM_b2,1,35,-1,(),0.0
Bladder,CABEAN[ITC],Apoptosis_b1,0,35,-1,(),0.0
Bladder,CABEAN[ITC],Apoptosis_b1,1,35,-1,(),0.0
Bladder,CABEAN[ITC],Apoptosis_b2,0,35,-1,(),0.0
Bladder,CABEAN[ITC],Apoptosis_b2,1,35,-1,(),0.0
Bladder,CABEAN[ITC],CDC25A,0,35,-1,(),0.0
Bladder,CABEAN[ITC],CDC25A,1,35,-1,(),0.0
Bladder,CABEAN[ITC],CHEK1_2_b1,0,35,-1,(),0.0
Bladder,CABEAN[ITC],CHEK1_2_b1,1,35,-1,(),0.0
Bladder,CABEAN[ITC],CHEK1_2_b2,0,35,-1,(),0.0
Bladder,CABEAN[ITC],CHEK1_2_b2,1,35,-1,(),0.0
Bladder,CABEAN[ITC],CyclinA,0,35,-1,(),0.0
Bladder,CABEAN[ITC],CyclinA,1,35,-1,(),0.0
Bladder,CABEAN[ITC],CyclinD1,0,35,-1,(),0.0
Bladder,CABEAN[ITC],CyclinD1,1,35,-1,(),0.0
Bladder,CABEAN[ITC],CyclinE1,0,35,-1,(),0.0
Bladder,CABEAN[ITC],CyclinE1,1,35,-1,(),0.0
Bladder,CABEAN[ITC],DNAdamage,0,35,-1,(),0.0
Bladder,CABEAN[ITC],DNAdamage,1,35,-1,(),0.0
Bladder,CABEAN[ITC],E2F1_b1,0,35,-1,(),0.0
Bladder,CABEAN[ITC],E2F1_b1,1,35,-1,(),0.0
Bladder,CABEAN[ITC],E2F1_b2,0,35,-1,(),0.0
Bladder,CABEAN[ITC],E2F1_b2,1,35,-1,(),0.0
Bladder,CABEAN[ITC],E2F3_b1,0,35,-1,(),0.0
Bladder,CABEAN[ITC],E2F3_b1,1,35,-1,(),0.0
Bladder,CABEAN[ITC],E2F3_b2,0,35,-1,(),0.0
Bladder,CABEAN[ITC],E2F3_b2,1,35,-1,(),0.0
Bladder,CABEAN[ITC],EGFR,0,35,-1,(),0.0
Bladder,CABEAN[ITC],EGFR,1,35,-1,(),0.0
Bladder,CABEAN[ITC],EGFR_stimulus,0,35,-1,(),0.0
Bladder,CABEAN[ITC],EGFR_stimulus,1,35,-1,(),0.0
Bladder,CABEAN[ITC],FGFR3,0,35,-1,(),0.0
Bladder,CABEAN[ITC],FGFR3,1,35,-1,(),0.0
Bladder,CABEAN[ITC],FGFR3_stimulus,0,35,-1,(),0.0
Bladder,CABEAN[ITC],FGFR3_stimulus,1,35,-1,(),0.0
Bladder,CABEAN[ITC],GRB2,0,35,-1,(),0.0
Bladder,CABEAN[ITC],GRB2,1,35,-1,(),0.0
Bladder,CABEAN[ITC],GrowthInhibitors,0,35,-1,(),0.0
Bladder,CABEAN[ITC],GrowthInhibitors,1,35,-1,(),0.0
Bladder,CABEAN[ITC],Growth_Arrest,0,35,-1,(),0.0
Bladder,CABEAN[ITC],Growth_Arrest,1,35,-1,(),0.0
Bladder,CABEAN[ITC],MDM2,0,35,-1,(),0.0
Bladder,CABEAN[ITC],MDM2,1,35,-1,(),0.0
Bladder,CABEAN[ITC],PI3K,0,35,-1,(),0.0
Bladder,CABEAN[ITC],PI3K,1,35,-1,(),0.0
Bladder,CABEAN[ITC],PTEN,0,35,-1,(),0.0
Bladder,CABEAN[ITC],PTEN,1,35,-1,(),0.0
Bladder,CABEAN[ITC],Proliferation,0,35,-1,(),0.0
Bladder,CABEAN[ITC],Proliferation,1,35,-1,(),0.0
Bladder,CABEAN[ITC],RAS,0,35,-1,(),0.0
Bladder,CABEAN[ITC],RAS,1,35,-1,(),0.0
Bladder,CABEAN[ITC],RB1,0,35,-1,(),0.0
Bladder,CABEAN[ITC],RB1,1,35,-1,(),0.0
Bladder,CABEAN[ITC],RBL2,0,35,-1,(),0.0
Bladder,CABEAN[ITC],RBL2,1,35,-1,(),0.0
Bladder,CABEAN[ITC],SPRY,0,35,-1,(),0.0
Bladder,CABEAN[ITC],SPRY,1,35,-1,(),0.0
Bladder,CABEAN[ITC],TP53,0,35,-1,(),0.0
Bladder,CABEAN[ITC],TP53,1,35,-1,(),0.0
Bladder,CABEAN[ITC],p14ARF,0,35,-1,(),0.0
Bladder,CABEAN[ITC],p14ARF,1,35,-1,(),0.0
Bladder,CABEAN[ITC],p16INK4a,0,35,-1,(),0.0
Bladder,CABEAN[ITC],p16INK4a,1,35,-1,(),0.0
Bladder,CABEAN[ITC],p21CIP,0,35,-1,(),0.0
Bladder,CABEAN[ITC],p21CIP,1,35,-1,(),0.0
Bladder,CABEAN[PTC],DNAdamage,1,35,2,"('RB1',)",0.029411764705882353
Bladder,CABEAN[PTC],RB1,1,35,2,"('DNAdamage',)",0.029411764705882353
Bladder,CABEAN[PTC],DNAdamage,1,35,2,"('p16INK4a',)",0.029411764705882353
Bladder,CABEAN[PTC],p16INK4a,0,35,2,"('DNAdamage',)",-0.029411764705882353
Bladder,CABEAN[PTC],AKT,0,35,-1,(),0.0
Bladder,CABEAN[PTC],AKT,1,35,-1,(),0.0
Bladder,CABEAN[PTC],ATM_b1,0,35,-1,(),0.0
Bladder,CABEAN[PTC],ATM_b1,1,35,-1,(),0.0
Bladder,CABEAN[PTC],ATM_b2,0,35,-1,(),0.0
Bladder,CABEAN[PTC],ATM_b2,1,35,-1,(),0.0
Bladder,CABEAN[PTC],Apoptosis_b1,0,35,-1,(),0.0
Bladder,CABEAN[PTC],Apoptosis_b1,1,35,-1,(),0.0
Bladder,CABEAN[PTC],Apoptosis_b2,0,35,-1,(),0.0
Bladder,CABEAN[PTC],Apoptosis_b2,1,35,-1,(),0.0
Bladder,CABEAN[PTC],CDC25A,0,35,-1,(),0.0
Bladder,CABEAN[PTC],CDC25A,1,35,-1,(),0.0
Bladder,CABEAN[PTC],CHEK1_2_b1,0,35,-1,(),0.0
Bladder,CABEAN[PTC],CHEK1_2_b1,1,35,-1,(),0.0
Bladder,CABEAN[PTC],CHEK1_2_b2,0,35,-1,(),0.0
Bladder,CABEAN[PTC],CHEK1_2_b2,1,35,-1,(),0.0
Bladder,CABEAN[PTC],CyclinA,0,35,-1,(),0.0
Bladder,CABEAN[PTC],CyclinA,1,35,-1,(),0.0
Bladder,CABEAN[PTC],CyclinD1,0,35,-1,(),0.0
Bladder,CABEAN[PTC],CyclinD1,1,35,-1,(),0.0
Bladder,CABEAN[PTC],CyclinE1,0,35,-1,(),0.0
Bladder,CABEAN[PTC],CyclinE1,1,35,-1,(),0.0
Bladder,CABEAN[PTC],DNAdamage,0,35,-1,(),0.0
Bladder,CABEAN[PTC],E2F1_b1,0,35,-1,(),0.0
Bladder,CABEAN[PTC],E2F1_b1,1,35,-1,(),0.0
Bladder,CABEAN[PTC],E2F1_b2,0,35,-1,(),0.0
Bladder,CABEAN[PTC],E2F1_b2,1,35,-1,(),0.0
Bladder,CABEAN[PTC],E2F3_b1,0,35,-1,(),0.0
Bladder,CABEAN[PTC],E2F3_b1,1,35,-1,(),0.0
Bladder,CABEAN[PTC],E2F3_b2,0,35,-1,(),0.0
Bladder,CABEAN[PTC],E2F3_b2,1,35,-1,(),0.0
Bladder,CABEAN[PTC],EGFR,0,35,-1,(),0.0
Bladder,CABEAN[PTC],EGFR,1,35,-1,(),0.0
Bladder,CABEAN[PTC],EGFR_stimulus,0,35,-1,(),0.0
Bladder,CABEAN[PTC],EGFR_stimulus,1,35,-1,(),0.0
Bladder,CABEAN[PTC],FGFR3,0,35,-1,(),0.0
Bladder,CABEAN[PTC],FGFR3,1,35,-1,(),0.0
Bladder,CABEAN[PTC],FGFR3_stimulus,0,35,-1,(),0.0
Bladder,CABEAN[PTC],FGFR3_stimulus,1,35,-1,(),0.0
Bladder,CABEAN[PTC],GRB2,0,35,-1,(),0.0
Bladder,CABEAN[PTC],GRB2,1,35,-1,(),0.0
Bladder,CABEAN[PTC],GrowthInhibitors,0,35,-1,(),0.0
Bladder,CABEAN[PTC],GrowthInhibitors,1,35,-1,(),0.0
Bladder,CABEAN[PTC],Growth_Arrest,0,35,-1,(),0.0
Bladder,CABEAN[PTC],Growth_Arrest,1,35,-1,(),0.0
Bladder,CABEAN[PTC],MDM2,0,35,-1,(),0.0
Bladder,CABEAN[PTC],MDM2,1,35,-1,(),0.0
Bladder,CABEAN[PTC],PI3K,0,35,-1,(),0.0
Bladder,CABEAN[PTC],PI3K,1,35,-1,(),0.0
Bladder,CABEAN[PTC],PTEN,0,35,-1,(),0.0
Bladder,CABEAN[PTC],PTEN,1,35,-1,(),0.0
Bladder,CABEAN[PTC],Proliferation,0,35,-1,(),0.0
Bladder,CABEAN[PTC],Proliferation,1,35,-1,(),0.0
Bladder,CABEAN[PTC],RAS,0,35,-1,(),0.0
Bladder,CABEAN[PTC],RAS,1,35,-1,(),0.0
Bladder,CABEAN[PTC],RB1,0,35,-1,(),0.0
Bladder,CABEAN[PTC],RBL2,0,35,-1,(),0.0
Bladder,CABEAN[PTC],RBL2,1,35,-1,(),0.0
Bladder,CABEAN[PTC],SPRY,0,35,-1,(),0.0
Bladder,CABEAN[PTC],SPRY,1,35,-1,(),0.0
Bladder,CABEAN[PTC],TP53,0,35,-1,(),0.0
Bladder,CABEAN[PTC],TP53,1,35,-1,(),0.0
Bladder,CABEAN[PTC],p14ARF,0,35,-1,(),0.0
Bladder,CABEAN[PTC],p14ARF,1,35,-1,(),0.0
Bladder,CABEAN[PTC],p16INK4a,1,35,-1,(),0.0
Bladder,CABEAN[PTC],p21CIP,0,35,-1,(),0.0
Bladder,CABEAN[PTC],p21CIP,1,35,-1,(),0.0
Bladder,CABEAN[TTC],DNAdamage,1,35,2,"('RB1',)",0.029411764705882353
Bladder,CABEAN[TTC],RB1,1,35,2,"('DNAdamage',)",0.029411764705882353
Bladder,CABEAN[TTC],DNAdamage,1,35,2,"('p16INK4a',)",0.029411764705882353
Bladder,CABEAN[TTC],p16INK4a,0,35,2,"('DNAdamage',)",-0.029411764705882353
Bladder,CABEAN[TTC],AKT,0,35,-1,(),0.0
Bladder,CABEAN[TTC],AKT,1,35,-1,(),0.0
Bladder,CABEAN[TTC],ATM_b1,0,35,-1,(),0.0
Bladder,CABEAN[TTC],ATM_b1,1,35,-1,(),0.0
Bladder,CABEAN[TTC],ATM_b2,0,35,-1,(),0.0
Bladder,CABEAN[TTC],ATM_b2,1,35,-1,(),0.0
Bladder,CABEAN[TTC],Apoptosis_b1,0,35,-1,(),0.0
Bladder,CABEAN[TTC],Apoptosis_b1,1,35,-1,(),0.0
Bladder,CABEAN[TTC],Apoptosis_b2,0,35,-1,(),0.0
Bladder,CABEAN[TTC],Apoptosis_b2,1,35,-1,(),0.0
Bladder,CABEAN[TTC],CDC25A,0,35,-1,(),0.0
Bladder,CABEAN[TTC],CDC25A,1,35,-1,(),0.0
Bladder,CABEAN[TTC],CHEK1_2_b1,0,35,-1,(),0.0
Bladder,CABEAN[TTC],CHEK1_2_b1,1,35,-1,(),0.0
Bladder,CABEAN[TTC],CHEK1_2_b2,0,35,-1,(),0.0
Bladder,CABEAN[TTC],CHEK1_2_b2,1,35,-1,(),0.0
Bladder,CABEAN[TTC],CyclinA,0,35,-1,(),0.0
Bladder,CABEAN[TTC],CyclinA,1,35,-1,(),0.0
Bladder,CABEAN[TTC],CyclinD1,0,35,-1,(),0.0
Bladder,CABEAN[TTC],CyclinD1,1,35,-1,(),0.0
Bladder,CABEAN[TTC],CyclinE1,0,35,-1,(),0.0
Bladder,CABEAN[TTC],CyclinE1,1,35,-1,(),0.0
