Instance,Algorithm,Gene,Sign,BN_size,score
A2_Myeloid,PBN[ASA],CEBPA,1,11,0.05
A2_Myeloid,PBN[ASA],EKLF,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],EKLF,1,11,0.002777777777777778
A2_Myeloid,PBN[ASA],EgrNab,0,11,0.0
A2_Myeloid,PBN[ASA],EgrNab,1,11,0.05
A2_Myeloid,PBN[ASA],FOG1,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],FOG1,1,11,0.002777777777777778
A2_Myeloid,PBN[ASA],Fli1,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],Fli1,1,11,0.002777777777777778
A2_Myeloid,PBN[ASA],GATA1,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],GATA1,1,11,0.002777777777777778
A2_Myeloid,PBN[ASA],GATA2,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],GATA2,1,11,0.002777777777777778
A2_Myeloid,PBN[ASA],Gfi1,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],Gfi1,1,11,0.002777777777777778
A2_Myeloid,PBN[ASA],PU1,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],PU1,1,11,0.002777777777777778
A2_Myeloid,PBN[ASA],SCL,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],SCL,1,11,0.002777777777777778
A2_Myeloid,PBN[ASA],cJun,0,11,0.002777777777777778
A2_Myeloid,PBN[ASA],cJun,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],CEBPA,0,11,0.0
A2_Myeloid,PBN[SA],CEBPA,1,11,0.05
A2_Myeloid,PBN[SA],EKLF,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],EKLF,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],EgrNab,0,11,0.0
A2_Myeloid,PBN[SA],EgrNab,1,11,0.05
A2_Myeloid,PBN[SA],FOG1,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],FOG1,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],Fli1,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],Fli1,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],GATA1,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],GATA1,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],GATA2,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],GATA2,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],Gfi1,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],Gfi1,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],PU1,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],PU1,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],SCL,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],SCL,1,11,0.002777777777777778
A2_Myeloid,PBN[SA],cJun,0,11,0.002777777777777778
A2_Myeloid,PBN[SA],cJun,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],CEBPA,0,11,0.0
A2_Myeloid,PBN[percolation],CEBPA,1,11,0.05
A2_Myeloid,PBN[percolation],EKLF,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],EKLF,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],EgrNab,0,11,0.0
A2_Myeloid,PBN[percolation],EgrNab,1,11,0.05
A2_Myeloid,PBN[percolation],FOG1,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],FOG1,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],Fli1,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],Fli1,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],GATA1,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],GATA1,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],GATA2,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],GATA2,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],Gfi1,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],Gfi1,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],PU1,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],PU1,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],SCL,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],SCL,1,11,0.002777777777777778
A2_Myeloid,PBN[percolation],cJun,0,11,0.002777777777777778
A2_Myeloid,PBN[percolation],cJun,1,11,0.002777777777777778
A2_Myeloid,PBN[trap_spaces],CEBPA,0,11,0.0
A2_Myeloid,PBN[trap_spaces],CEBPA,1,11,0.0
A2_Myeloid,PBN[trap_spaces],EKLF,0,11,0.0
A2_Myeloid,PBN[trap_spaces],EKLF,1,11,0.0
A2_Myeloid,PBN[trap_spaces],EgrNab,0,11,0.0
A2_Myeloid,PBN[trap_spaces],EgrNab,1,11,0.0
A2_Myeloid,PBN[trap_spaces],FOG1,0,11,0.0
A2_Myeloid,PBN[trap_spaces],FOG1,1,11,0.0
A2_Myeloid,PBN[trap_spaces],Fli1,0,11,0.0
A2_Myeloid,PBN[trap_spaces],Fli1,1,11,0.0
A2_Myeloid,PBN[trap_spaces],GATA1,0,11,0.0
A2_Myeloid,PBN[trap_spaces],GATA1,1,11,0.0
A2_Myeloid,PBN[trap_spaces],GATA2,0,11,0.0
A2_Myeloid,PBN[trap_spaces],GATA2,1,11,0.0
A2_Myeloid,PBN[trap_spaces],Gfi1,0,11,0.0
A2_Myeloid,PBN[trap_spaces],Gfi1,1,11,0.0
A2_Myeloid,PBN[trap_spaces],PU1,0,11,0.0
A2_Myeloid,PBN[trap_spaces],PU1,1,11,0.0
A2_Myeloid,PBN[trap_spaces],SCL,0,11,0.0
A2_Myeloid,PBN[trap_spaces],SCL,1,11,0.0
A2_Myeloid,PBN[trap_spaces],cJun,0,11,0.0
A2_Myeloid,PBN[trap_spaces],cJun,1,11,0.0
A2_Myeloid,SM[brute-force],CEBPA,0,11,0.0
A2_Myeloid,SM[brute-force],CEBPA,1,11,0.05
A2_Myeloid,SM[brute-force],EKLF,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],EKLF,1,11,0.002777777777777778
A2_Myeloid,SM[brute-force],EgrNab,0,11,0.0
A2_Myeloid,SM[brute-force],EgrNab,1,11,0.05
A2_Myeloid,SM[brute-force],FOG1,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],FOG1,1,11,0.002777777777777778
A2_Myeloid,SM[brute-force],Fli1,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],Fli1,1,11,0.002777777777777778
A2_Myeloid,SM[brute-force],GATA1,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],GATA1,1,11,0.002777777777777778
A2_Myeloid,SM[brute-force],GATA2,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],GATA2,1,11,0.002777777777777778
A2_Myeloid,SM[brute-force],Gfi1,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],Gfi1,1,11,0.002777777777777778
A2_Myeloid,SM[brute-force],PU1,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],PU1,1,11,0.002777777777777778
A2_Myeloid,SM[brute-force],SCL,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],SCL,1,11,0.002777777777777778
A2_Myeloid,SM[brute-force],cJun,0,11,0.002777777777777778
A2_Myeloid,SM[brute-force],cJun,1,11,0.002777777777777778
A2_Myeloid,SM[internal],CEBPA,0,11,0.0
A2_Myeloid,SM[internal],CEBPA,1,11,0.0
A2_Myeloid,SM[internal],EKLF,0,11,0.0
A2_Myeloid,SM[internal],EKLF,1,11,0.0
A2_Myeloid,SM[internal],EgrNab,0,11,0.0
A2_Myeloid,SM[internal],EgrNab,1,11,0.0
A2_Myeloid,SM[internal],FOG1,0,11,0.0
A2_Myeloid,SM[internal],FOG1,1,11,0.0
A2_Myeloid,SM[internal],Fli1,0,11,0.0
A2_Myeloid,SM[internal],Fli1,1,11,0.0
A2_Myeloid,SM[internal],GATA1,0,11,0.0
A2_Myeloid,SM[internal],GATA1,1,11,0.0
A2_Myeloid,SM[internal],GATA2,0,11,0.0
A2_Myeloid,SM[internal],GATA2,1,11,0.0
A2_Myeloid,SM[internal],Gfi1,0,11,0.0
A2_Myeloid,SM[internal],Gfi1,1,11,0.0
A2_Myeloid,SM[internal],PU1,0,11,0.0
A2_Myeloid,SM[internal],PU1,1,11,0.0
A2_Myeloid,SM[internal],SCL,0,11,0.0
A2_Myeloid,SM[internal],SCL,1,11,0.0
A2_Myeloid,SM[internal],cJun,0,11,0.0
A2_Myeloid,SM[internal],cJun,1,11,0.0
A2_Myeloid,SM[minimal],CEBPA,0,11,0.0
A2_Myeloid,SM[minimal],CEBPA,1,11,0.0
A2_Myeloid,SM[minimal],EKLF,0,11,0.0
A2_Myeloid,SM[minimal],EKLF,1,11,0.0
A2_Myeloid,SM[minimal],EgrNab,0,11,0.0
A2_Myeloid,SM[minimal],EgrNab,1,11,0.0
A2_Myeloid,SM[minimal],FOG1,0,11,0.0
A2_Myeloid,SM[minimal],FOG1,1,11,0.0
A2_Myeloid,SM[minimal],Fli1,0,11,0.0
A2_Myeloid,SM[minimal],Fli1,1,11,0.0
A2_Myeloid,SM[minimal],GATA1,0,11,0.0
A2_Myeloid,SM[minimal],GATA1,1,11,0.0
A2_Myeloid,SM[minimal],GATA2,0,11,0.0
A2_Myeloid,SM[minimal],GATA2,1,11,0.0
A2_Myeloid,SM[minimal],Gfi1,0,11,0.0
A2_Myeloid,SM[minimal],Gfi1,1,11,0.0
A2_Myeloid,SM[minimal],PU1,0,11,0.0
A2_Myeloid,SM[minimal],PU1,1,11,0.0
A2_Myeloid,SM[minimal],SCL,0,11,0.0
A2_Myeloid,SM[minimal],SCL,1,11,0.0
A2_Myeloid,SM[minimal],cJun,0,11,0.0
A2_Myeloid,SM[minimal],cJun,1,11,0.0
A2_Myeloid,optbn[FP],CEBPA,0,11,0.0
A2_Myeloid,optbn[FP],CEBPA,1,11,0.05
A2_Myeloid,optbn[FP],EKLF,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],EKLF,1,11,0.002777777777777778
A2_Myeloid,optbn[FP],EgrNab,0,11,0.0
A2_Myeloid,optbn[FP],EgrNab,1,11,0.05
A2_Myeloid,optbn[FP],FOG1,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],FOG1,1,11,0.002777777777777778
A2_Myeloid,optbn[FP],Fli1,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],Fli1,1,11,0.002777777777777778
A2_Myeloid,optbn[FP],GATA1,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],GATA1,1,11,0.002777777777777778
A2_Myeloid,optbn[FP],GATA2,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],GATA2,1,11,0.002777777777777778
A2_Myeloid,optbn[FP],Gfi1,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],Gfi1,1,11,0.002777777777777778
A2_Myeloid,optbn[FP],PU1,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],PU1,1,11,0.002777777777777778
A2_Myeloid,optbn[FP],SCL,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],SCL,1,11,0.002777777777777778
A2_Myeloid,optbn[FP],cJun,0,11,0.002777777777777778
A2_Myeloid,optbn[FP],cJun,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],CEBPA,0,11,0.0
A2_Myeloid,optbn[SA],CEBPA,1,11,0.05
A2_Myeloid,optbn[SA],EKLF,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],EKLF,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],EgrNab,0,11,0.0
A2_Myeloid,optbn[SA],EgrNab,1,11,0.05
A2_Myeloid,optbn[SA],FOG1,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],FOG1,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],Fli1,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],Fli1,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],GATA1,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],GATA1,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],GATA2,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],GATA2,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],Gfi1,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],Gfi1,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],PU1,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],PU1,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],SCL,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],SCL,1,11,0.002777777777777778
A2_Myeloid,optbn[SA],cJun,0,11,0.002777777777777778
A2_Myeloid,optbn[SA],cJun,1,11,0.002777777777777778
A3_T-LGL,ActoNet,A20,0,60,0.06860023378141437
A3_T-LGL,ActoNet,A20,1,60,0.06860023378141437
A3_T-LGL,ActoNet,Apoptosis,0,60,0.060125657510227935
A3_T-LGL,ActoNet,Apoptosis,1,60,1.0
A3_T-LGL,ActoNet,BID,0,60,0.06699298655756868
A3_T-LGL,ActoNet,BID,1,60,0.22939801285797778
A3_T-LGL,ActoNet,BclxL,0,60,0.06860023378141437
A3_T-LGL,ActoNet,BclxL,1,60,0.06860023378141437
A3_T-LGL,ActoNet,CD45,0,60,0.060125657510227935
A3_T-LGL,ActoNet,CD45,1,60,1.0
A3_T-LGL,ActoNet,CREB,0,60,0.06860023378141437
A3_T-LGL,ActoNet,CREB,1,60,0.06860023378141437
A3_T-LGL,ActoNet,CTLA4,0,60,0.06860023378141437
A3_T-LGL,ActoNet,CTLA4,1,60,0.06860023378141437
A3_T-LGL,ActoNet,Caspase,0,60,0.060125657510227935
A3_T-LGL,ActoNet,Caspase,1,60,1.0
A3_T-LGL,ActoNet,Ceramide,0,60,0.06706604324956165
A3_T-LGL,ActoNet,Ceramide,1,60,0.2218001168907072
A3_T-LGL,ActoNet,Cytoskeleton_signaling,0,60,0.06860023378141437
A3_T-LGL,ActoNet,Cytoskeleton_signaling,1,60,0.06860023378141437
A3_T-LGL,ActoNet,DISC,0,60,0.060125657510227935
A3_T-LGL,ActoNet,DISC,1,60,1.0
A3_T-LGL,ActoNet,ERK,0,60,0.20507013442431327
A3_T-LGL,ActoNet,ERK,1,60,0.06721215663354763
A3_T-LGL,ActoNet,FLIP,0,60,0.06860023378141437
A3_T-LGL,ActoNet,FLIP,1,60,0.06860023378141437
A3_T-LGL,ActoNet,FYN,0,60,0.19199298655756866
A3_T-LGL,ActoNet,FYN,1,60,0.06735827001753361
A3_T-LGL,ActoNet,Fas,0,60,0.06860023378141437
A3_T-LGL,ActoNet,Fas,1,60,0.06860023378141437
A3_T-LGL,ActoNet,FasL,0,60,0.06860023378141437
A3_T-LGL,ActoNet,FasL,1,60,0.06860023378141437
A3_T-LGL,ActoNet,FasT,0,60,0.0685271770894214
A3_T-LGL,ActoNet,FasT,1,60,0.0755406195207481
A3_T-LGL,ActoNet,GAP,0,60,0.06772355347749853
A3_T-LGL,ActoNet,GAP,1,60,0.15407656341320866
A3_T-LGL,ActoNet,GPCR,0,60,0.06860023378141437
A3_T-LGL,ActoNet,GPCR,1,60,0.06860023378141437
A3_T-LGL,ActoNet,GRB2,0,60,0.06735827001753361
A3_T-LGL,ActoNet,GRB2,1,60,0.1890707188778492
A3_T-LGL,ActoNet,GZMB,0,60,0.06706604324956165
A3_T-LGL,ActoNet,GZMB,1,60,0.22033898305084745
A3_T-LGL,ActoNet,IAP,0,60,0.06860023378141437
A3_T-LGL,ActoNet,IAP,1,60,0.06860023378141437
A3_T-LGL,ActoNet,IFNG,0,60,0.06743132670952659
A3_T-LGL,ActoNet,IFNG,1,60,0.1825686732904734
A3_T-LGL,ActoNet,IFNGT,0,60,0.06860023378141437
A3_T-LGL,ActoNet,IFNGT,1,60,0.06860023378141437
A3_T-LGL,ActoNet,IL15,0,60,0.21259497369959088
A3_T-LGL,ActoNet,IL15,1,60,0.06713909994155465
A3_T-LGL,ActoNet,IL2,0,60,0.06699298655756868
A3_T-LGL,ActoNet,IL2,1,60,0.22939801285797778
A3_T-LGL,ActoNet,IL2RA,0,60,0.06830800701344243
A3_T-LGL,ActoNet,IL2RA,1,60,0.09694623027469317
A3_T-LGL,ActoNet,IL2RAT,0,60,0.0685271770894214
A3_T-LGL,ActoNet,IL2RAT,1,60,0.07546756282875511
A3_T-LGL,ActoNet,IL2RB,0,60,0.20412039742840443
A3_T-LGL,ActoNet,IL2RB,1,60,0.15933664523670368
A3_T-LGL,ActoNet,IL2RBT,0,60,0.2049970777323203
A3_T-LGL,ActoNet,IL2RBT,1,60,0.07407948568088837
A3_T-LGL,ActoNet,JAK,0,60,0.18220338983050846
A3_T-LGL,ActoNet,JAK,1,60,0.1973261250730567
A3_T-LGL,ActoNet,LCK,0,60,0.06743132670952659
A3_T-LGL,ActoNet,LCK,1,60,0.18183810637054354
A3_T-LGL,ActoNet,MCL1,0,60,0.21259497369959088
A3_T-LGL,ActoNet,MCL1,1,60,0.06713909994155465
A3_T-LGL,ActoNet,MEK,0,60,0.20507013442431327
A3_T-LGL,ActoNet,MEK,1,60,0.06721215663354763
A3_T-LGL,ActoNet,NFAT,0,60,0.06860023378141437
A3_T-LGL,ActoNet,NFAT,1,60,0.06860023378141437
A3_T-LGL,ActoNet,NFKB,0,60,0.10279076563413209
A3_T-LGL,ActoNet,NFKB,1,60,0.211864406779661
A3_T-LGL,ActoNet,P2,0,60,0.06860023378141437
A3_T-LGL,ActoNet,P2,1,60,0.06860023378141437
A3_T-LGL,ActoNet,P27,0,60,0.06860023378141437
A3_T-LGL,ActoNet,P27,1,60,0.06860023378141437
A3_T-LGL,ActoNet,PDGF,0,60,0.06728521332554062
A3_T-LGL,ActoNet,PDGF,1,60,0.19703389830508475
A3_T-LGL,ActoNet,PDGFR,0,60,0.19045879602571594
A3_T-LGL,ActoNet,PDGFR,1,60,0.19579193454120397
A3_T-LGL,ActoNet,PI3K,0,60,0.11659848042080655
A3_T-LGL,ActoNet,PI3K,1,60,0.2037551139684395
A3_T-LGL,ActoNet,PLCG1,0,60,0.06735827001753361
A3_T-LGL,ActoNet,PLCG1,1,60,0.1890707188778492
A3_T-LGL,ActoNet,Proliferation,0,60,0.06860023378141437
A3_T-LGL,ActoNet,Proliferation,1,60,0.06860023378141437
A3_T-LGL,ActoNet,RANTES,0,60,0.06750438340151958
A3_T-LGL,ActoNet,RANTES,1,60,0.17445938047925189
A3_T-LGL,ActoNet,RAS,0,60,0.15283459964932788
A3_T-LGL,ActoNet,RAS,1,60,0.18819403857393338
A3_T-LGL,ActoNet,S1P,0,60,0.20492402104032728
A3_T-LGL,ActoNet,S1P,1,60,0.18147282291057862
A3_T-LGL,ActoNet,SMAD,0,60,0.06860023378141437
A3_T-LGL,ActoNet,SMAD,1,60,0.06860023378141437
A3_T-LGL,ActoNet,SOCS,0,60,0.06743132670952659
A3_T-LGL,ActoNet,SOCS,1,60,0.18351841028638224
A3_T-LGL,ActoNet,SPHK1,0,60,0.2049970777323203
A3_T-LGL,ActoNet,SPHK1,1,60,0.1745324371712449
A3_T-LGL,ActoNet,STAT3,0,60,0.20412039742840443
A3_T-LGL,ActoNet,STAT3,1,60,0.19002045587375804
A3_T-LGL,ActoNet,Stimuli,0,60,0.060125657510227935
A3_T-LGL,ActoNet,Stimuli,1,60,1.0
A3_T-LGL,ActoNet,Stimuli2,0,60,0.06860023378141437
A3_T-LGL,ActoNet,Stimuli2,1,60,0.06860023378141437
A3_T-LGL,ActoNet,TAX,0,60,0.06713909994155465
A3_T-LGL,ActoNet,TAX,1,60,0.21222969023962596
A3_T-LGL,ActoNet,TBET,0,60,0.20412039742840443
A3_T-LGL,ActoNet,TBET,1,60,0.211864406779661
A3_T-LGL,ActoNet,TCR,0,60,0.0685271770894214
A3_T-LGL,ActoNet,TCR,1,60,0.07583284628872004
A3_T-LGL,ActoNet,TNF,0,60,0.0685271770894214
A3_T-LGL,ActoNet,TNF,1,60,0.07546756282875511
A3_T-LGL,ActoNet,TPL2,0,60,0.06713909994155465
A3_T-LGL,ActoNet,TPL2,1,60,0.21222969023962596
A3_T-LGL,ActoNet,TRADD,0,60,0.0685271770894214
A3_T-LGL,ActoNet,TRADD,1,60,0.07546756282875511
A3_T-LGL,ActoNet,ZAP70,0,60,0.06743132670952659
A3_T-LGL,ActoNet,ZAP70,1,60,0.18183810637054354
A3_T-LGL,ActoNet,sFas,0,60,0.06860023378141437
A3_T-LGL,ActoNet,sFas,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],A20,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],A20,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],Apoptosis,0,60,0.060125657510227935
A3_T-LGL,BoNesis[FP],Apoptosis,1,60,1.0
A3_T-LGL,BoNesis[FP],BID,0,60,0.06699298655756868
A3_T-LGL,BoNesis[FP],BID,1,60,0.22939801285797778
A3_T-LGL,BoNesis[FP],BclxL,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],BclxL,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],CD45,0,60,0.060125657510227935
A3_T-LGL,BoNesis[FP],CD45,1,60,1.0
A3_T-LGL,BoNesis[FP],CREB,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],CREB,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],CTLA4,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],CTLA4,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],Caspase,0,60,0.060125657510227935
A3_T-LGL,BoNesis[FP],Caspase,1,60,1.0
A3_T-LGL,BoNesis[FP],Ceramide,0,60,0.06706604324956165
A3_T-LGL,BoNesis[FP],Ceramide,1,60,0.2218001168907072
A3_T-LGL,BoNesis[FP],Cytoskeleton_signaling,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],Cytoskeleton_signaling,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],DISC,0,60,0.060125657510227935
A3_T-LGL,BoNesis[FP],DISC,1,60,1.0
A3_T-LGL,BoNesis[FP],ERK,0,60,0.20507013442431327
A3_T-LGL,BoNesis[FP],ERK,1,60,0.06721215663354763
A3_T-LGL,BoNesis[FP],FLIP,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],FLIP,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],FYN,0,60,0.19199298655756866
A3_T-LGL,BoNesis[FP],FYN,1,60,0.06735827001753361
A3_T-LGL,BoNesis[FP],Fas,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],Fas,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],FasL,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],FasL,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],FasT,0,60,0.0685271770894214
A3_T-LGL,BoNesis[FP],FasT,1,60,0.0755406195207481
A3_T-LGL,BoNesis[FP],GAP,0,60,0.06772355347749853
A3_T-LGL,BoNesis[FP],GAP,1,60,0.15407656341320866
A3_T-LGL,BoNesis[FP],GPCR,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],GPCR,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],GRB2,0,60,0.06735827001753361
A3_T-LGL,BoNesis[FP],GRB2,1,60,0.1890707188778492
A3_T-LGL,BoNesis[FP],GZMB,0,60,0.06706604324956165
A3_T-LGL,BoNesis[FP],GZMB,1,60,0.22033898305084745
A3_T-LGL,BoNesis[FP],IAP,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],IAP,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],IFNG,0,60,0.06743132670952659
A3_T-LGL,BoNesis[FP],IFNG,1,60,0.1825686732904734
A3_T-LGL,BoNesis[FP],IFNGT,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],IFNGT,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],IL15,0,60,0.21259497369959088
A3_T-LGL,BoNesis[FP],IL15,1,60,0.06713909994155465
A3_T-LGL,BoNesis[FP],IL2,0,60,0.06699298655756868
A3_T-LGL,BoNesis[FP],IL2,1,60,0.22939801285797778
A3_T-LGL,BoNesis[FP],IL2RA,0,60,0.06830800701344243
A3_T-LGL,BoNesis[FP],IL2RA,1,60,0.09694623027469317
A3_T-LGL,BoNesis[FP],IL2RAT,0,60,0.0685271770894214
A3_T-LGL,BoNesis[FP],IL2RAT,1,60,0.07546756282875511
A3_T-LGL,BoNesis[FP],IL2RB,0,60,0.20412039742840443
A3_T-LGL,BoNesis[FP],IL2RB,1,60,0.15933664523670368
A3_T-LGL,BoNesis[FP],IL2RBT,0,60,0.2049970777323203
A3_T-LGL,BoNesis[FP],IL2RBT,1,60,0.07407948568088837
A3_T-LGL,BoNesis[FP],JAK,0,60,0.18220338983050846
A3_T-LGL,BoNesis[FP],JAK,1,60,0.1973261250730567
A3_T-LGL,BoNesis[FP],LCK,0,60,0.06743132670952659
A3_T-LGL,BoNesis[FP],LCK,1,60,0.18183810637054354
A3_T-LGL,BoNesis[FP],MCL1,0,60,0.21259497369959088
A3_T-LGL,BoNesis[FP],MCL1,1,60,0.06713909994155465
A3_T-LGL,BoNesis[FP],MEK,0,60,0.20507013442431327
A3_T-LGL,BoNesis[FP],MEK,1,60,0.06721215663354763
A3_T-LGL,BoNesis[FP],NFAT,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],NFAT,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],NFKB,0,60,0.10279076563413209
A3_T-LGL,BoNesis[FP],NFKB,1,60,0.211864406779661
A3_T-LGL,BoNesis[FP],P2,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],P2,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],P27,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],P27,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],PDGF,0,60,0.06728521332554062
A3_T-LGL,BoNesis[FP],PDGF,1,60,0.19703389830508475
A3_T-LGL,BoNesis[FP],PDGFR,0,60,0.19045879602571594
A3_T-LGL,BoNesis[FP],PDGFR,1,60,0.19579193454120397
A3_T-LGL,BoNesis[FP],PI3K,0,60,0.11659848042080655
A3_T-LGL,BoNesis[FP],PI3K,1,60,0.2037551139684395
A3_T-LGL,BoNesis[FP],PLCG1,0,60,0.06735827001753361
A3_T-LGL,BoNesis[FP],PLCG1,1,60,0.1890707188778492
A3_T-LGL,BoNesis[FP],Proliferation,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],Proliferation,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],RANTES,0,60,0.06750438340151958
A3_T-LGL,BoNesis[FP],RANTES,1,60,0.17445938047925189
A3_T-LGL,BoNesis[FP],RAS,0,60,0.15283459964932788
A3_T-LGL,BoNesis[FP],RAS,1,60,0.18819403857393338
A3_T-LGL,BoNesis[FP],S1P,0,60,0.20492402104032728
A3_T-LGL,BoNesis[FP],S1P,1,60,0.18147282291057862
A3_T-LGL,BoNesis[FP],SMAD,0,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],SMAD,1,60,0.06860023378141437
A3_T-LGL,BoNesis[FP],SOCS,0,60,0.06743132670952659
A3_T-LGL,BoNesis[FP],SOCS,1,60,0.18351841028638224
A3_T-LGL,BoNesis[FP],SPHK1,0,60,0.2049970777323203
A3_T-LGL,BoNesis[FP],SPHK1,1,60,0.1745324371712449
A3_T-LGL,BoNesis[FP],STAT3,0,60,0.20412039742840443
A3_T-LGL,BoNesis[FP],STAT3,1,60,0.19002045587375804
A3_T-LGL,BoNesis[FP],Stimuli,0,60,0.060125657510227935
A3_T-LGL,BoNesis[FP],Stimuli,1,60,1.0
