Instance,Algorithm,Gene,Sign,BN_size,score
A3_T-LGL,SM[brute-force],GPCR,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],GRB2,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],GRB2,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],GZMB,0,60,0.02951490356516657
A3_T-LGL,SM[brute-force],GZMB,1,60,0.15473407364114553
A3_T-LGL,SM[brute-force],IAP,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IAP,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IFNG,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IFNG,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IFNGT,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IFNGT,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IL15,0,60,0.04558737580362361
A3_T-LGL,SM[brute-force],IL15,1,60,0.030464640561075396
A3_T-LGL,SM[brute-force],IL2,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IL2,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IL2RA,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IL2RA,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IL2RAT,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IL2RAT,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],IL2RB,0,60,0.05296610169491525
A3_T-LGL,SM[brute-force],IL2RB,1,60,0.030391583869082407
A3_T-LGL,SM[brute-force],IL2RBT,0,60,0.05296610169491525
A3_T-LGL,SM[brute-force],IL2RBT,1,60,0.030391583869082407
A3_T-LGL,SM[brute-force],JAK,0,60,0.04449152542372881
A3_T-LGL,SM[brute-force],JAK,1,60,0.12952951490356518
A3_T-LGL,SM[brute-force],LCK,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],LCK,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],MCL1,0,60,0.05296610169491525
A3_T-LGL,SM[brute-force],MCL1,1,60,0.030391583869082407
A3_T-LGL,SM[brute-force],MEK,0,60,0.05296610169491525
A3_T-LGL,SM[brute-force],MEK,1,60,0.030391583869082407
A3_T-LGL,SM[brute-force],NFAT,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],NFAT,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],NFKB,0,60,0.05267387492694331
A3_T-LGL,SM[brute-force],NFKB,1,60,0.06224430157802455
A3_T-LGL,SM[brute-force],P2,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],P2,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],P27,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],P27,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],PDGF,0,60,0.030391583869082407
A3_T-LGL,SM[brute-force],PDGF,1,60,0.054354178842782
A3_T-LGL,SM[brute-force],PDGFR,0,60,0.07130333138515488
A3_T-LGL,SM[brute-force],PDGFR,1,60,0.053988895382817065
A3_T-LGL,SM[brute-force],PI3K,0,60,0.05267387492694331
A3_T-LGL,SM[brute-force],PI3K,1,60,0.06224430157802455
A3_T-LGL,SM[brute-force],PLCG1,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],PLCG1,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],Proliferation,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],Proliferation,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],RANTES,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],RANTES,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],RAS,0,60,0.05267387492694331
A3_T-LGL,SM[brute-force],RAS,1,60,0.06224430157802455
A3_T-LGL,SM[brute-force],S1P,0,60,0.08796025715955581
A3_T-LGL,SM[brute-force],S1P,1,60,0.03791642314436002
A3_T-LGL,SM[brute-force],SMAD,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],SMAD,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],SOCS,0,60,0.030464640561075396
A3_T-LGL,SM[brute-force],SOCS,1,60,0.045368205727644655
A3_T-LGL,SM[brute-force],SPHK1,0,60,0.0880333138515488
A3_T-LGL,SM[brute-force],SPHK1,1,60,0.03009935710111046
A3_T-LGL,SM[brute-force],STAT3,0,60,0.05296610169491525
A3_T-LGL,SM[brute-force],STAT3,1,60,0.030391583869082407
A3_T-LGL,SM[brute-force],Stimuli,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],Stimuli,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],Stimuli2,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],Stimuli2,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],TAX,0,60,0.03031852717708942
A3_T-LGL,SM[brute-force],TAX,1,60,0.062463471654003504
A3_T-LGL,SM[brute-force],TBET,0,60,0.03689362945645821
A3_T-LGL,SM[brute-force],TBET,1,60,0.15458796025715957
A3_T-LGL,SM[brute-force],TCR,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],TCR,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],TNF,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],TNF,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],TPL2,0,60,0.03031852717708942
A3_T-LGL,SM[brute-force],TPL2,1,60,0.062463471654003504
A3_T-LGL,SM[brute-force],TRADD,0,60,0.03053769725306838
A3_T-LGL,SM[brute-force],TRADD,1,60,0.03879310344827586
A3_T-LGL,SM[brute-force],ZAP70,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],ZAP70,1,60,0.030610753945061367
A3_T-LGL,SM[brute-force],sFas,0,60,0.030610753945061367
A3_T-LGL,SM[brute-force],sFas,1,60,0.030610753945061367
A3_T-LGL,SM[internal],A20,0,60,0.0
A3_T-LGL,SM[internal],A20,1,60,0.0
A3_T-LGL,SM[internal],Apoptosis,0,60,0.0
A3_T-LGL,SM[internal],Apoptosis,1,60,0.0
A3_T-LGL,SM[internal],BID,0,60,0.0
A3_T-LGL,SM[internal],BID,1,60,0.0
A3_T-LGL,SM[internal],BclxL,0,60,0.0
A3_T-LGL,SM[internal],BclxL,1,60,0.0
A3_T-LGL,SM[internal],CD45,0,60,0.0
A3_T-LGL,SM[internal],CD45,1,60,0.0
A3_T-LGL,SM[internal],CREB,0,60,0.0
A3_T-LGL,SM[internal],CREB,1,60,0.0
A3_T-LGL,SM[internal],CTLA4,0,60,0.0
A3_T-LGL,SM[internal],CTLA4,1,60,0.0
A3_T-LGL,SM[internal],Caspase,0,60,0.0
A3_T-LGL,SM[internal],Caspase,1,60,0.0
A3_T-LGL,SM[internal],Ceramide,0,60,0.0
A3_T-LGL,SM[internal],Ceramide,1,60,0.0
A3_T-LGL,SM[internal],Cytoskeleton_signaling,0,60,0.0
A3_T-LGL,SM[internal],Cytoskeleton_signaling,1,60,0.0
A3_T-LGL,SM[internal],DISC,0,60,0.0
A3_T-LGL,SM[internal],DISC,1,60,0.0
A3_T-LGL,SM[internal],ERK,0,60,0.0
A3_T-LGL,SM[internal],ERK,1,60,0.0
A3_T-LGL,SM[internal],FLIP,0,60,0.0
A3_T-LGL,SM[internal],FLIP,1,60,0.0
A3_T-LGL,SM[internal],FYN,0,60,0.0
A3_T-LGL,SM[internal],FYN,1,60,0.0
A3_T-LGL,SM[internal],Fas,0,60,0.0
A3_T-LGL,SM[internal],Fas,1,60,0.0
A3_T-LGL,SM[internal],FasL,0,60,0.0
A3_T-LGL,SM[internal],FasL,1,60,0.0
A3_T-LGL,SM[internal],FasT,0,60,0.0
A3_T-LGL,SM[internal],FasT,1,60,0.0
A3_T-LGL,SM[internal],GAP,0,60,0.0
A3_T-LGL,SM[internal],GAP,1,60,0.0
A3_T-LGL,SM[internal],GPCR,0,60,0.0
A3_T-LGL,SM[internal],GPCR,1,60,0.0
A3_T-LGL,SM[internal],GRB2,0,60,0.0
A3_T-LGL,SM[internal],GRB2,1,60,0.0
A3_T-LGL,SM[internal],GZMB,0,60,0.0
A3_T-LGL,SM[internal],GZMB,1,60,0.0
A3_T-LGL,SM[internal],IAP,0,60,0.0
A3_T-LGL,SM[internal],IAP,1,60,0.0
A3_T-LGL,SM[internal],IFNG,0,60,0.0
A3_T-LGL,SM[internal],IFNG,1,60,0.0
A3_T-LGL,SM[internal],IFNGT,0,60,0.0
A3_T-LGL,SM[internal],IFNGT,1,60,0.0
A3_T-LGL,SM[internal],IL15,0,60,0.0
A3_T-LGL,SM[internal],IL15,1,60,0.0
A3_T-LGL,SM[internal],IL2,0,60,0.0
A3_T-LGL,SM[internal],IL2,1,60,0.0
A3_T-LGL,SM[internal],IL2RA,0,60,0.0
A3_T-LGL,SM[internal],IL2RA,1,60,0.0
A3_T-LGL,SM[internal],IL2RAT,0,60,0.0
A3_T-LGL,SM[internal],IL2RAT,1,60,0.0
A3_T-LGL,SM[internal],IL2RB,0,60,0.0
A3_T-LGL,SM[internal],IL2RB,1,60,0.0
A3_T-LGL,SM[internal],IL2RBT,0,60,0.0
A3_T-LGL,SM[internal],IL2RBT,1,60,0.0
A3_T-LGL,SM[internal],JAK,0,60,0.0
A3_T-LGL,SM[internal],JAK,1,60,0.0
A3_T-LGL,SM[internal],LCK,0,60,0.0
A3_T-LGL,SM[internal],LCK,1,60,0.0
A3_T-LGL,SM[internal],MCL1,0,60,0.0
A3_T-LGL,SM[internal],MCL1,1,60,0.0
A3_T-LGL,SM[internal],MEK,0,60,0.0
A3_T-LGL,SM[internal],MEK,1,60,0.0
A3_T-LGL,SM[internal],NFAT,0,60,0.0
A3_T-LGL,SM[internal],NFAT,1,60,0.0
A3_T-LGL,SM[internal],NFKB,0,60,0.0
A3_T-LGL,SM[internal],NFKB,1,60,0.0
A3_T-LGL,SM[internal],P2,0,60,0.0
A3_T-LGL,SM[internal],P2,1,60,0.0
A3_T-LGL,SM[internal],P27,0,60,0.0
A3_T-LGL,SM[internal],P27,1,60,0.0
A3_T-LGL,SM[internal],PDGF,0,60,0.0
A3_T-LGL,SM[internal],PDGF,1,60,0.0
A3_T-LGL,SM[internal],PDGFR,0,60,0.0
A3_T-LGL,SM[internal],PDGFR,1,60,0.0
A3_T-LGL,SM[internal],PI3K,0,60,0.0
A3_T-LGL,SM[internal],PI3K,1,60,0.0
A3_T-LGL,SM[internal],PLCG1,0,60,0.0
A3_T-LGL,SM[internal],PLCG1,1,60,0.0
A3_T-LGL,SM[internal],Proliferation,0,60,0.0
A3_T-LGL,SM[internal],Proliferation,1,60,0.0
A3_T-LGL,SM[internal],RANTES,0,60,0.0
A3_T-LGL,SM[internal],RANTES,1,60,0.0
A3_T-LGL,SM[internal],RAS,0,60,0.0
A3_T-LGL,SM[internal],RAS,1,60,0.0
A3_T-LGL,SM[internal],S1P,0,60,0.0
A3_T-LGL,SM[internal],S1P,1,60,0.0
A3_T-LGL,SM[internal],SMAD,0,60,0.0
A3_T-LGL,SM[internal],SMAD,1,60,0.0
A3_T-LGL,SM[internal],SOCS,0,60,0.0
A3_T-LGL,SM[internal],SOCS,1,60,0.0
A3_T-LGL,SM[internal],SPHK1,0,60,0.0
A3_T-LGL,SM[internal],SPHK1,1,60,0.0
A3_T-LGL,SM[internal],STAT3,0,60,0.0
A3_T-LGL,SM[internal],STAT3,1,60,0.0
A3_T-LGL,SM[internal],Stimuli,0,60,0.0
A3_T-LGL,SM[internal],Stimuli,1,60,0.0
A3_T-LGL,SM[internal],Stimuli2,0,60,0.0
A3_T-LGL,SM[internal],Stimuli2,1,60,0.0
A3_T-LGL,SM[internal],TAX,0,60,0.0
A3_T-LGL,SM[internal],TAX,1,60,0.0
A3_T-LGL,SM[internal],TBET,0,60,0.0
A3_T-LGL,SM[internal],TBET,1,60,0.0
A3_T-LGL,SM[internal],TCR,0,60,0.0
A3_T-LGL,SM[internal],TCR,1,60,0.0
A3_T-LGL,SM[internal],TNF,0,60,0.0
A3_T-LGL,SM[internal],TNF,1,60,0.0
A3_T-LGL,SM[internal],TPL2,0,60,0.0
A3_T-LGL,SM[internal],TPL2,1,60,0.0
A3_T-LGL,SM[internal],TRADD,0,60,0.0
A3_T-LGL,SM[internal],TRADD,1,60,0.0
A3_T-LGL,SM[internal],ZAP70,0,60,0.0
A3_T-LGL,SM[internal],ZAP70,1,60,0.0
A3_T-LGL,SM[internal],sFas,0,60,0.0
A3_T-LGL,SM[internal],sFas,1,60,0.0
A3_T-LGL,SM[minimal],A20,0,60,0.0
A3_T-LGL,SM[minimal],A20,1,60,0.0
A3_T-LGL,SM[minimal],Apoptosis,0,60,0.0
A3_T-LGL,SM[minimal],Apoptosis,1,60,0.0
A3_T-LGL,SM[minimal],BID,0,60,0.0
A3_T-LGL,SM[minimal],BID,1,60,0.0
A3_T-LGL,SM[minimal],BclxL,0,60,0.0
A3_T-LGL,SM[minimal],BclxL,1,60,0.0
A3_T-LGL,SM[minimal],CD45,0,60,0.0
A3_T-LGL,SM[minimal],CD45,1,60,0.0
A3_T-LGL,SM[minimal],CREB,0,60,0.0
A3_T-LGL,SM[minimal],CREB,1,60,0.0
A3_T-LGL,SM[minimal],CTLA4,0,60,0.0
A3_T-LGL,SM[minimal],CTLA4,1,60,0.0
A3_T-LGL,SM[minimal],Caspase,0,60,0.0
A3_T-LGL,SM[minimal],Caspase,1,60,0.0
A3_T-LGL,SM[minimal],Ceramide,0,60,0.0
A3_T-LGL,SM[minimal],Ceramide,1,60,0.0
A3_T-LGL,SM[minimal],Cytoskeleton_signaling,0,60,0.0
A3_T-LGL,SM[minimal],Cytoskeleton_signaling,1,60,0.0
A3_T-LGL,SM[minimal],DISC,0,60,0.0
A3_T-LGL,SM[minimal],DISC,1,60,0.0
A3_T-LGL,SM[minimal],ERK,0,60,0.0
A3_T-LGL,SM[minimal],ERK,1,60,0.0
A3_T-LGL,SM[minimal],FLIP,0,60,0.0
A3_T-LGL,SM[minimal],FLIP,1,60,0.0
A3_T-LGL,SM[minimal],FYN,0,60,0.0
A3_T-LGL,SM[minimal],FYN,1,60,0.0
A3_T-LGL,SM[minimal],Fas,0,60,0.0
A3_T-LGL,SM[minimal],Fas,1,60,0.0
A3_T-LGL,SM[minimal],FasL,0,60,0.0
A3_T-LGL,SM[minimal],FasL,1,60,0.0
A3_T-LGL,SM[minimal],FasT,0,60,0.0
A3_T-LGL,SM[minimal],FasT,1,60,0.0
A3_T-LGL,SM[minimal],GAP,0,60,0.0
A3_T-LGL,SM[minimal],GAP,1,60,0.0
A3_T-LGL,SM[minimal],GPCR,0,60,0.0
A3_T-LGL,SM[minimal],GPCR,1,60,0.0
A3_T-LGL,SM[minimal],GRB2,0,60,0.0
A3_T-LGL,SM[minimal],GRB2,1,60,0.0
A3_T-LGL,SM[minimal],GZMB,0,60,0.0
A3_T-LGL,SM[minimal],GZMB,1,60,0.0
A3_T-LGL,SM[minimal],IAP,0,60,0.0
A3_T-LGL,SM[minimal],IAP,1,60,0.0
A3_T-LGL,SM[minimal],IFNG,0,60,0.0
A3_T-LGL,SM[minimal],IFNG,1,60,0.0
A3_T-LGL,SM[minimal],IFNGT,0,60,0.0
A3_T-LGL,SM[minimal],IFNGT,1,60,0.0
A3_T-LGL,SM[minimal],IL15,0,60,0.0
A3_T-LGL,SM[minimal],IL15,1,60,0.0
A3_T-LGL,SM[minimal],IL2,0,60,0.0
A3_T-LGL,SM[minimal],IL2,1,60,0.0
A3_T-LGL,SM[minimal],IL2RA,0,60,0.0
A3_T-LGL,SM[minimal],IL2RA,1,60,0.0
A3_T-LGL,SM[minimal],IL2RAT,0,60,0.0
A3_T-LGL,SM[minimal],IL2RAT,1,60,0.0
A3_T-LGL,SM[minimal],IL2RB,0,60,0.0
A3_T-LGL,SM[minimal],IL2RB,1,60,0.0
A3_T-LGL,SM[minimal],IL2RBT,0,60,0.0
A3_T-LGL,SM[minimal],IL2RBT,1,60,0.0
A3_T-LGL,SM[minimal],JAK,0,60,0.0
A3_T-LGL,SM[minimal],JAK,1,60,0.0
A3_T-LGL,SM[minimal],LCK,0,60,0.0
A3_T-LGL,SM[minimal],LCK,1,60,0.0
A3_T-LGL,SM[minimal],MCL1,0,60,0.0
A3_T-LGL,SM[minimal],MCL1,1,60,0.0
A3_T-LGL,SM[minimal],MEK,0,60,0.0
A3_T-LGL,SM[minimal],MEK,1,60,0.0
A3_T-LGL,SM[minimal],NFAT,0,60,0.0
A3_T-LGL,SM[minimal],NFAT,1,60,0.0
A3_T-LGL,SM[minimal],NFKB,0,60,0.0
A3_T-LGL,SM[minimal],NFKB,1,60,0.0
A3_T-LGL,SM[minimal],P2,0,60,0.0
A3_T-LGL,SM[minimal],P2,1,60,0.0
A3_T-LGL,SM[minimal],P27,0,60,0.0
A3_T-LGL,SM[minimal],P27,1,60,0.0
A3_T-LGL,SM[minimal],PDGF,0,60,0.0
A3_T-LGL,SM[minimal],PDGF,1,60,0.0
A3_T-LGL,SM[minimal],PDGFR,0,60,0.0
A3_T-LGL,SM[minimal],PDGFR,1,60,0.0
A3_T-LGL,SM[minimal],PI3K,0,60,0.0
A3_T-LGL,SM[minimal],PI3K,1,60,0.0
A3_T-LGL,SM[minimal],PLCG1,0,60,0.0
A3_T-LGL,SM[minimal],PLCG1,1,60,0.0
A3_T-LGL,SM[minimal],Proliferation,0,60,0.0
A3_T-LGL,SM[minimal],Proliferation,1,60,0.0
A3_T-LGL,SM[minimal],RANTES,0,60,0.0
A3_T-LGL,SM[minimal],RANTES,1,60,0.0
A3_T-LGL,SM[minimal],RAS,0,60,0.0
A3_T-LGL,SM[minimal],RAS,1,60,0.0
A3_T-LGL,SM[minimal],S1P,0,60,0.0
A3_T-LGL,SM[minimal],S1P,1,60,0.0
A3_T-LGL,SM[minimal],SMAD,0,60,0.0
A3_T-LGL,SM[minimal],SMAD,1,60,0.0
A3_T-LGL,SM[minimal],SOCS,0,60,0.0
A3_T-LGL,SM[minimal],SOCS,1,60,0.0
A3_T-LGL,SM[minimal],SPHK1,0,60,0.0
A3_T-LGL,SM[minimal],SPHK1,1,60,0.0
A3_T-LGL,SM[minimal],STAT3,0,60,0.0
A3_T-LGL,SM[minimal],STAT3,1,60,0.0
A3_T-LGL,SM[minimal],Stimuli,0,60,0.0
A3_T-LGL,SM[minimal],Stimuli,1,60,0.0
A3_T-LGL,SM[minimal],Stimuli2,0,60,0.0
A3_T-LGL,SM[minimal],Stimuli2,1,60,0.0
A3_T-LGL,SM[minimal],TAX,0,60,0.0
A3_T-LGL,SM[minimal],TAX,1,60,0.0
A3_T-LGL,SM[minimal],TBET,0,60,0.0
A3_T-LGL,SM[minimal],TBET,1,60,0.0
A3_T-LGL,SM[minimal],TCR,0,60,0.0
A3_T-LGL,SM[minimal],TCR,1,60,0.0
A3_T-LGL,SM[minimal],TNF,0,60,0.0
A3_T-LGL,SM[minimal],TNF,1,60,0.0
A3_T-LGL,SM[minimal],TPL2,0,60,0.0
A3_T-LGL,SM[minimal],TPL2,1,60,0.0
A3_T-LGL,SM[minimal],TRADD,0,60,0.0
A3_T-LGL,SM[minimal],TRADD,1,60,0.0
A3_T-LGL,SM[minimal],ZAP70,0,60,0.0
A3_T-LGL,SM[minimal],ZAP70,1,60,0.0
A3_T-LGL,SM[minimal],sFas,0,60,0.0
A3_T-LGL,SM[minimal],sFas,1,60,0.0
A3_T-LGL,optbn[FP],A20,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],A20,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],Apoptosis,0,60,0.060125657510227935
A3_T-LGL,optbn[FP],Apoptosis,1,60,1.0
A3_T-LGL,optbn[FP],BID,0,60,0.06699298655756868
A3_T-LGL,optbn[FP],BID,1,60,0.22939801285797778
A3_T-LGL,optbn[FP],BclxL,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],BclxL,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],CD45,0,60,0.060125657510227935
A3_T-LGL,optbn[FP],CD45,1,60,1.0
A3_T-LGL,optbn[FP],CREB,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],CREB,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],CTLA4,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],CTLA4,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],Caspase,0,60,0.060125657510227935
A3_T-LGL,optbn[FP],Caspase,1,60,1.0
A3_T-LGL,optbn[FP],Ceramide,0,60,0.06706604324956165
A3_T-LGL,optbn[FP],Ceramide,1,60,0.2218001168907072
A3_T-LGL,optbn[FP],Cytoskeleton_signaling,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],Cytoskeleton_signaling,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],DISC,0,60,0.060125657510227935
A3_T-LGL,optbn[FP],DISC,1,60,1.0
A3_T-LGL,optbn[FP],ERK,0,60,0.20507013442431327
A3_T-LGL,optbn[FP],ERK,1,60,0.06721215663354763
A3_T-LGL,optbn[FP],FLIP,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],FLIP,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],FYN,0,60,0.19199298655756866
A3_T-LGL,optbn[FP],FYN,1,60,0.06735827001753361
A3_T-LGL,optbn[FP],Fas,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],Fas,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],FasL,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],FasL,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],FasT,0,60,0.0685271770894214
A3_T-LGL,optbn[FP],FasT,1,60,0.0755406195207481
A3_T-LGL,optbn[FP],GAP,0,60,0.06772355347749853
A3_T-LGL,optbn[FP],GAP,1,60,0.15407656341320866
A3_T-LGL,optbn[FP],GPCR,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],GPCR,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],GRB2,0,60,0.06735827001753361
A3_T-LGL,optbn[FP],GRB2,1,60,0.1890707188778492
A3_T-LGL,optbn[FP],GZMB,0,60,0.06706604324956165
A3_T-LGL,optbn[FP],GZMB,1,60,0.22033898305084745
A3_T-LGL,optbn[FP],IAP,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],IAP,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],IFNG,0,60,0.06743132670952659
A3_T-LGL,optbn[FP],IFNG,1,60,0.1825686732904734
A3_T-LGL,optbn[FP],IFNGT,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],IFNGT,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],IL15,0,60,0.21259497369959088
A3_T-LGL,optbn[FP],IL15,1,60,0.06713909994155465
A3_T-LGL,optbn[FP],IL2,0,60,0.06699298655756868
A3_T-LGL,optbn[FP],IL2,1,60,0.22939801285797778
A3_T-LGL,optbn[FP],IL2RA,0,60,0.06830800701344243
A3_T-LGL,optbn[FP],IL2RA,1,60,0.09694623027469317
A3_T-LGL,optbn[FP],IL2RAT,0,60,0.0685271770894214
A3_T-LGL,optbn[FP],IL2RAT,1,60,0.07546756282875511
A3_T-LGL,optbn[FP],IL2RB,0,60,0.20412039742840443
A3_T-LGL,optbn[FP],IL2RB,1,60,0.15933664523670368
A3_T-LGL,optbn[FP],IL2RBT,0,60,0.2049970777323203
A3_T-LGL,optbn[FP],IL2RBT,1,60,0.07407948568088837
A3_T-LGL,optbn[FP],JAK,0,60,0.18220338983050846
A3_T-LGL,optbn[FP],JAK,1,60,0.1973261250730567
A3_T-LGL,optbn[FP],LCK,0,60,0.06743132670952659
A3_T-LGL,optbn[FP],LCK,1,60,0.18183810637054354
A3_T-LGL,optbn[FP],MCL1,0,60,0.21259497369959088
A3_T-LGL,optbn[FP],MCL1,1,60,0.06713909994155465
A3_T-LGL,optbn[FP],MEK,0,60,0.20507013442431327
A3_T-LGL,optbn[FP],MEK,1,60,0.06721215663354763
A3_T-LGL,optbn[FP],NFAT,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],NFAT,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],NFKB,0,60,0.10279076563413209
A3_T-LGL,optbn[FP],NFKB,1,60,0.211864406779661
A3_T-LGL,optbn[FP],P2,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],P2,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],P27,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],P27,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],PDGF,0,60,0.06728521332554062
A3_T-LGL,optbn[FP],PDGF,1,60,0.19703389830508475
A3_T-LGL,optbn[FP],PDGFR,0,60,0.19045879602571594
A3_T-LGL,optbn[FP],PDGFR,1,60,0.19579193454120397
A3_T-LGL,optbn[FP],PI3K,0,60,0.11659848042080655
A3_T-LGL,optbn[FP],PI3K,1,60,0.2037551139684395
A3_T-LGL,optbn[FP],PLCG1,0,60,0.06735827001753361
A3_T-LGL,optbn[FP],PLCG1,1,60,0.1890707188778492
A3_T-LGL,optbn[FP],Proliferation,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],Proliferation,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],RANTES,0,60,0.06750438340151958
A3_T-LGL,optbn[FP],RANTES,1,60,0.17445938047925189
A3_T-LGL,optbn[FP],RAS,0,60,0.15283459964932788
A3_T-LGL,optbn[FP],RAS,1,60,0.18819403857393338
A3_T-LGL,optbn[FP],S1P,0,60,0.20492402104032728
A3_T-LGL,optbn[FP],S1P,1,60,0.18147282291057862
A3_T-LGL,optbn[FP],SMAD,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],SMAD,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],SOCS,0,60,0.06743132670952659
A3_T-LGL,optbn[FP],SOCS,1,60,0.18351841028638224
A3_T-LGL,optbn[FP],SPHK1,0,60,0.2049970777323203
A3_T-LGL,optbn[FP],SPHK1,1,60,0.1745324371712449
A3_T-LGL,optbn[FP],STAT3,0,60,0.20412039742840443
A3_T-LGL,optbn[FP],STAT3,1,60,0.19002045587375804
A3_T-LGL,optbn[FP],Stimuli,0,60,0.060125657510227935
A3_T-LGL,optbn[FP],Stimuli,1,60,1.0
A3_T-LGL,optbn[FP],Stimuli2,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],Stimuli2,1,60,0.06860023378141437
A3_T-LGL,optbn[FP],TAX,0,60,0.06713909994155465
A3_T-LGL,optbn[FP],TAX,1,60,0.21222969023962596
A3_T-LGL,optbn[FP],TBET,0,60,0.20412039742840443
A3_T-LGL,optbn[FP],TBET,1,60,0.211864406779661
A3_T-LGL,optbn[FP],TCR,0,60,0.0685271770894214
A3_T-LGL,optbn[FP],TCR,1,60,0.07583284628872004
A3_T-LGL,optbn[FP],TNF,0,60,0.0685271770894214
A3_T-LGL,optbn[FP],TNF,1,60,0.07546756282875511
A3_T-LGL,optbn[FP],TPL2,0,60,0.06713909994155465
A3_T-LGL,optbn[FP],TPL2,1,60,0.21222969023962596
A3_T-LGL,optbn[FP],TRADD,0,60,0.0685271770894214
A3_T-LGL,optbn[FP],TRADD,1,60,0.07546756282875511
A3_T-LGL,optbn[FP],ZAP70,0,60,0.06743132670952659
A3_T-LGL,optbn[FP],ZAP70,1,60,0.18183810637054354
A3_T-LGL,optbn[FP],sFas,0,60,0.06860023378141437
A3_T-LGL,optbn[FP],sFas,1,60,0.06860023378141437
A3_T-LGL,optbn[SA],A20,0,60,0.032802454704850964
A3_T-LGL,optbn[SA],A20,1,60,0.032802454704850964
A3_T-LGL,optbn[SA],Apoptosis,0,60,0.02432787843366452
A3_T-LGL,optbn[SA],Apoptosis,1,60,1.0
A3_T-LGL,optbn[SA],BID,0,60,0.032510227936879015
A3_T-LGL,optbn[SA],BID,1,60,0.06260958503798948
